theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,44.2,2.94,0.78,5,NVDA,대장주,211.8,7.55,3.22,60.7,0.92,7.6,False
AI 반도체,S,조정기,44.2,2.94,0.78,5,AMD,대장주,548.13,6.2,7.15,54.8,0.78,6.8,False
AI 반도체,S,조정기,44.2,2.94,0.78,5,AMAT,후발주,595.7,7.43,5.02,51.0,0.67,6.7,False
클라우드 SaaS,B,과열기,80.3,1.58,0.83,2,SNOW,후발주,275.94,5.02,18.54,81.9,0.67,6.1,False
클라우드 SaaS,B,과열기,80.3,1.58,0.83,2,MSFT,대장주,384.93,-1.01,-1.49,55.9,0.59,4.0,False
클라우드 SaaS,B,과열기,80.3,1.58,0.83,2,CRM,대장주,167.56,-1.16,1.01,65.3,0.71,4.0,False
방위산업,B,조정기,49.0,-4.01,0.77,2,RTX,대장주,193.39,-3.71,5.37,61.7,0.75,3.9,False
방위산업,B,조정기,49.0,-4.01,0.77,2,LMT,대장주,514.99,-3.81,-4.69,54.8,0.6,3.3,False
방위산업,B,조정기,49.0,-4.01,0.77,2,GD,후발주,369.5,-1.37,3.03,71.1,0.66,3.3,False
원자력 에너지,C,소멸,29.4,0.54,0.96,1,CEG,대장주,256.43,6.98,1.05,40.1,0.71,7.4,False
원자력 에너지,C,소멸,29.4,0.54,0.96,1,VST,대장주,158.43,1.73,7.18,44.5,0.87,5.4,False
원자력 에너지,C,소멸,29.4,0.54,0.96,1,UEC,후발주,10.39,4.95,-5.8,37.4,0.71,4.2,False
사이버보안,S,과열기,83.7,4.17,1.42,7,CRWD,대장주,210.73,8.28,23.45,74.3,0.76,7.1,False
사이버보안,S,과열기,83.7,4.17,1.42,7,PANW,대장주,352.89,4.7,26.2,67.2,0.9,6.9,False
사이버보안,S,과열기,83.7,4.17,1.42,7,FTNT,후발주,166.83,5.14,14.03,66.5,0.7,6.6,False
바이오헬스케어,A,태동기,63.3,-5.14,0.96,4,REGN,대장주,656.12,-2.97,7.18,65.5,0.62,3.9,False
바이오헬스케어,A,태동기,63.3,-5.14,0.96,4,LLY,대장주,1152.54,-6.72,1.72,57.2,0.73,3.7,False
바이오헬스케어,A,태동기,63.3,-5.14,0.96,4,MRNA,후발주,67.44,-15.46,35.12,57.3,0.66,2.1,False
로봇 자동화,C,소멸,45.3,-1.39,0.7,1,TER,대장주,353.23,2.95,-12.39,40.4,0.5,4.2,False
로봇 자동화,C,소멸,45.3,-1.39,0.7,1,ISRG,대장주,379.5,-11.19,-7.68,39.0,0.96,3.5,False
에너지 원유,C,소멸,64.5,4.23,0.95,1,CVX,대장주,181.76,4.45,-2.92,58.3,0.74,5.9,False
에너지 원유,C,소멸,64.5,4.23,0.95,1,XOM,대장주,145.09,2.4,-1.31,60.9,0.85,5.1,False
에너지 원유,C,소멸,64.5,4.23,0.95,1,SLB,후발주,47.54,2.41,-15.38,48.5,0.63,3.4,False
금융,B,조정기,70.1,0.23,0.97,2,GS,대장주,1140.0,9.3,7.27,58.0,0.84,6.8,False
금융,B,조정기,70.1,0.23,0.97,2,JPM,대장주,342.89,1.08,7.39,60.5,1.06,6.5,False
금융,B,조정기,70.1,0.23,0.97,2,BAC,후발주,60.62,1.27,8.21,65.0,0.88,5.9,False
금 귀금속,C,소멸,43.8,-1.16,0.73,0,AG,후발주,16.93,2.92,-4.08,53.1,0.96,4.7,False
금 귀금속,C,소멸,43.8,-1.16,0.73,0,NEM,대장주,94.75,-0.33,-5.47,43.7,0.68,4.0,False
금 귀금속,C,소멸,43.8,-1.16,0.73,0,GOLD,대장주,39.07,-9.87,-11.67,37.6,0.95,3.5,False
