theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,75.9,9.17,0.84,5,AMD,대장주,542.52,9.48,52.71,74.1,0.8,7.1,False
AI 반도체,S,조정기,75.9,9.17,0.84,5,AMAT,후발주,500.77,11.72,22.05,72.3,0.97,7.1,False
AI 반도체,S,조정기,75.9,9.17,0.84,5,NVDA,대장주,214.75,1.01,9.29,41.7,1.13,6.0,False
클라우드 SaaS,S,조정기,70.3,12.36,1.38,5,CRM,대장주,190.61,7.38,1.94,65.8,1.5,8.2,False
클라우드 SaaS,S,조정기,70.3,12.36,1.38,5,MSFT,대장주,427.34,3.55,4.1,59.9,1.37,7.8,False
클라우드 SaaS,S,조정기,70.3,12.36,1.38,5,SNOW,후발주,241.28,37.67,70.26,74.3,1.79,7.4,False
방위산업,C,소멸,49.0,-2.43,1.26,1,RTX,대장주,172.55,-2.29,0.23,42.2,0.99,3.9,False
방위산업,C,소멸,49.0,-2.43,1.26,1,LMT,대장주,512.03,-2.97,1.27,46.4,1.06,3.3,False
방위산업,C,소멸,49.0,-2.43,1.26,1,GD,후발주,337.04,-1.65,-3.47,45.3,0.9,3.2,False
원자력 에너지,C,소멸,44.0,-0.52,0.89,1,UEC,후발주,14.09,4.84,-2.83,42.9,0.98,5.2,False
원자력 에너지,C,소멸,44.0,-0.52,0.89,1,CEG,대장주,267.24,-7.43,-16.47,46.6,1.34,3.9,False
원자력 에너지,C,소멸,44.0,-0.52,0.89,1,VST,대장주,153.8,-3.97,-4.1,60.1,0.66,3.3,False
사이버보안,A,조정기,77.4,11.35,1.06,5,PANW,대장주,280.43,12.86,52.42,70.0,1.37,8.2,False
사이버보안,A,조정기,77.4,11.35,1.06,5,CRWD,대장주,747.61,15.84,56.89,79.4,1.15,7.6,False
사이버보안,A,조정기,77.4,11.35,1.06,5,FTNT,후발주,146.48,14.5,62.9,80.8,1.06,7.4,False
바이오헬스케어,B,조정기,40.7,-3.44,1.03,3,LLY,대장주,1078.78,-0.38,9.28,63.1,1.04,5.9,False
바이오헬스케어,B,조정기,40.7,-3.44,1.03,3,MRNA,후발주,49.06,3.05,5.03,45.3,0.77,5.1,False
바이오헬스케어,B,조정기,40.7,-3.44,1.03,3,REGN,대장주,618.95,-1.4,-11.73,22.0,1.1,3.8,False
로봇 자동화,B,태동기,57.2,1.11,0.92,3,TER,대장주,409.67,9.0,14.76,62.6,0.86,7.6,False
로봇 자동화,B,태동기,57.2,1.11,0.92,3,ISRG,대장주,407.29,-2.69,-9.77,37.9,1.23,3.7,False
에너지 원유,C,소멸,54.6,3.02,1.02,1,CVX,대장주,189.71,4.01,-0.62,57.3,0.89,6.1,False
에너지 원유,C,소멸,54.6,3.02,1.02,1,XOM,대장주,152.53,3.13,-0.85,52.7,0.95,5.4,False
에너지 원유,C,소멸,54.6,3.02,1.02,1,SLB,후발주,56.85,0.62,1.52,57.4,1.24,4.8,False
금융,B,태동기,48.6,-1.07,1.05,2,GS,대장주,1041.02,4.93,13.79,70.3,1.04,7.1,False
금융,B,태동기,48.6,-1.07,1.05,2,BAC,후발주,52.4,2.54,-1.36,71.6,1.22,6.2,False
금융,B,태동기,48.6,-1.07,1.05,2,JPM,대장주,300.85,0.52,-2.76,50.7,1.04,4.1,False
금 귀금속,C,소멸,33.6,-0.51,0.99,0,NEM,대장주,107.47,0.22,-1.18,34.0,1.16,3.9,False
금 귀금속,C,소멸,33.6,-0.51,0.99,0,GOLD,대장주,39.23,-7.28,-8.16,43.1,0.82,3.7,False
금 귀금속,C,소멸,33.6,-0.51,0.99,0,AG,후발주,19.77,0.51,3.6,31.5,0.67,3.1,False
