theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,48.2,1.74,0.85,4,AMAT,후발주,588.97,3.65,29.48,63.2,1.21,7.0,False
AI 반도체,S,태동기,48.2,1.74,0.85,4,AMD,대장주,519.74,2.45,3.15,46.7,0.98,5.4,False
AI 반도체,S,태동기,48.2,1.74,0.85,4,NVDA,대장주,199.0,-4.05,-7.27,38.4,0.94,3.6,False
클라우드 SaaS,B,조정기,16.1,-2.99,1.1,2,CRM,대장주,152.76,-5.53,-14.48,7.5,1.34,3.6,False
클라우드 SaaS,B,조정기,16.1,-2.99,1.1,2,MSFT,대장주,365.46,-7.2,-12.16,17.9,1.1,3.5,False
클라우드 SaaS,B,조정기,16.1,-2.99,1.1,2,SNOW,후발주,225.95,-5.19,27.22,34.9,0.54,2.3,False
방위산업,C,소멸,61.4,-1.39,0.87,1,RTX,대장주,185.06,-0.92,3.4,62.3,1.07,4.7,False
방위산업,C,소멸,61.4,-1.39,0.87,1,GD,후발주,344.32,-5.44,-0.09,54.4,1.46,3.6,False
방위산업,C,소멸,61.4,-1.39,0.87,1,LMT,대장주,491.64,-8.27,-7.14,42.9,1.38,3.3,False
원자력 에너지,B,소멸,34.6,-4.13,0.85,2,VST,대장주,162.87,2.83,-0.89,59.4,1.11,5.8,False
원자력 에너지,B,소멸,34.6,-4.13,0.85,2,CEG,대장주,267.97,-0.01,-11.14,50.5,0.89,4.0,False
원자력 에너지,B,소멸,34.6,-4.13,0.85,2,UEC,후발주,10.9,-6.6,-19.32,32.6,1.0,2.2,False
사이버보안,A,조정기,32.4,0.11,0.63,4,PANW,대장주,285.26,1.91,11.1,53.6,0.76,6.2,False
사이버보안,A,조정기,32.4,0.11,0.63,4,FTNT,후발주,145.28,-1.18,8.45,48.4,1.16,4.0,False
사이버보안,A,조정기,32.4,0.11,0.63,4,CRWD,대장주,673.02,-0.95,0.22,32.2,0.83,3.2,False
바이오헬스케어,S,조정기,76.9,10.73,1.41,7,MRNA,후발주,60.42,9.06,28.47,66.9,1.53,7.0,False
바이오헬스케어,S,조정기,76.9,10.73,1.41,7,REGN,대장주,623.43,1.42,-1.76,52.3,1.22,5.2,False
바이오헬스케어,S,조정기,76.9,10.73,1.41,7,LLY,대장주,1117.26,-0.47,4.93,60.2,0.98,5.0,False
로봇 자동화,B,소멸,36.0,-2.12,0.84,3,TER,대장주,427.2,4.36,9.78,53.0,1.57,7.9,False
로봇 자동화,B,소멸,36.0,-2.12,0.84,3,ISRG,대장주,401.83,-3.65,-7.97,46.3,1.09,3.9,False
에너지 원유,C,소멸,28.2,-2.54,1.0,1,XOM,대장주,136.9,-3.5,-8.62,23.3,1.22,3.1,False
에너지 원유,C,소멸,28.2,-2.54,1.0,1,CVX,대장주,171.45,-4.81,-7.18,24.4,1.22,3.0,False
에너지 원유,C,소멸,28.2,-2.54,1.0,1,SLB,후발주,46.61,-12.17,-19.19,20.3,1.59,2.7,False
금융,B,조정기,75.2,-0.81,0.91,3,JPM,대장주,333.45,0.7,8.71,76.0,1.17,7.2,False
금융,B,조정기,75.2,-0.81,0.91,3,BAC,후발주,57.73,1.57,11.17,84.7,1.04,6.9,False
금융,B,조정기,75.2,-0.81,0.91,3,GS,대장주,1076.91,-1.26,8.76,56.1,1.03,4.3,False
금 귀금속,B,소멸,37.0,-14.5,1.2,2,GOLD,대장주,41.32,-5.51,-4.2,57.4,1.01,3.9,False
금 귀금속,B,소멸,37.0,-14.5,1.2,2,NEM,대장주,94.04,-13.28,-15.55,35.6,1.21,3.5,False
금 귀금속,B,소멸,37.0,-14.5,1.2,2,AG,후발주,16.06,-17.3,-20.81,33.9,1.09,2.7,False
