theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,33.6,-2.68,1.02,4,NVDA,대장주,207.29,-2.13,-0.65,56.6,0.86,3.9,False
AI 반도체,S,소멸,33.6,-2.68,1.02,4,AMD,대장주,544.43,-0.68,-1.31,44.2,0.97,3.4,False
AI 반도체,S,소멸,33.6,-2.68,1.02,4,AMAT,후발주,564.55,-5.23,-11.81,28.7,0.7,2.8,False
클라우드 SaaS,B,태동기,61.2,-3.64,1.16,2,CRM,대장주,170.06,1.49,13.28,63.9,0.88,7.3,False
클라우드 SaaS,B,태동기,61.2,-3.64,1.16,2,MSFT,대장주,397.75,3.33,8.28,65.7,0.72,7.2,False
클라우드 SaaS,B,태동기,61.2,-3.64,1.16,2,SNOW,후발주,271.73,-1.53,19.92,66.1,0.66,4.9,False
방위산업,B,조정기,30.8,-2.35,0.97,3,RTX,대장주,193.67,0.14,6.51,56.8,0.91,5.3,False
방위산업,B,조정기,30.8,-2.35,0.97,3,GD,후발주,367.73,-0.48,7.57,66.6,0.81,4.6,False
방위산업,B,조정기,30.8,-2.35,0.97,3,LMT,대장주,507.09,-1.53,2.73,48.6,0.86,3.4,False
원자력 에너지,C,소멸,38.9,-2.06,1.19,1,VST,대장주,162.33,2.46,-2.95,54.6,1.17,5.2,False
원자력 에너지,C,소멸,38.9,-2.06,1.19,1,CEG,대장주,262.22,2.26,-4.83,60.7,0.72,4.9,False
원자력 에너지,C,소멸,38.9,-2.06,1.19,1,UEC,후발주,9.55,-8.08,-16.74,36.1,1.09,2.1,False
사이버보안,A,태동기,55.6,-5.59,1.18,4,PANW,대장주,342.15,-3.04,19.47,50.4,0.89,4.3,False
사이버보안,A,태동기,55.6,-5.59,1.18,4,CRWD,대장주,191.15,-9.29,13.2,50.2,0.9,3.0,False
사이버보안,A,태동기,55.6,-5.59,1.18,4,FTNT,후발주,158.1,-5.23,8.74,54.2,0.91,3.0,False
바이오헬스케어,B,태동기,44.6,-0.61,0.84,3,REGN,대장주,675.19,2.91,10.24,70.7,0.78,7.4,False
바이오헬스케어,B,태동기,44.6,-0.61,0.84,3,LLY,대장주,1175.41,1.98,6.65,45.2,0.82,6.0,False
바이오헬스케어,B,태동기,44.6,-0.61,0.84,3,MRNA,후발주,59.66,-11.54,0.53,37.7,0.55,2.1,False
로봇 자동화,C,소멸,34.6,-1.73,0.92,1,TER,대장주,374.04,5.89,-18.15,31.6,0.75,4.2,False
로봇 자동화,C,소멸,34.6,-1.73,0.92,1,ISRG,대장주,350.06,-7.76,-13.13,36.8,1.77,4.0,False
에너지 원유,C,소멸,81.2,2.72,0.92,1,CVX,대장주,191.07,5.12,9.15,88.7,0.78,7.1,False
에너지 원유,C,소멸,81.2,2.72,0.92,1,XOM,대장주,151.71,4.56,9.56,78.0,0.92,7.0,False
에너지 원유,C,소멸,81.2,2.72,0.92,1,SLB,후발주,46.59,-2.0,-2.84,50.8,0.73,3.2,False
금융,B,조정기,70.0,-0.12,1.07,2,BAC,후발주,61.22,0.99,6.71,70.9,1.09,6.2,False
금융,B,조정기,70.0,-0.12,1.07,2,JPM,대장주,345.23,0.68,4.62,67.1,0.86,5.8,False
금융,B,조정기,70.0,-0.12,1.07,2,GS,대장주,1085.56,-4.78,-1.88,60.9,1.0,3.4,False
금 귀금속,C,소멸,47.3,-0.92,0.86,0,GOLD,대장주,39.94,2.23,-4.47,44.5,0.94,4.6,False
금 귀금속,C,소멸,47.3,-0.92,0.86,0,NEM,대장주,92.49,-2.39,-9.15,48.2,1.07,4.0,False
금 귀금속,C,소멸,47.3,-0.92,0.86,0,AG,후발주,16.87,-0.35,-4.8,49.4,0.93,3.3,False
