theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,조정기,69.2,-0.53,0.69,2,NVDA,대장주,219.74,1.03,6.01,77.4,0.8,6.4,False
AI 반도체,B,조정기,69.2,-0.53,0.69,2,AMD,대장주,484.39,2.12,-11.03,61.2,0.76,4.2,False
AI 반도체,B,조정기,69.2,-0.53,0.69,2,AMAT,후발주,514.33,-2.15,-8.9,64.2,1.31,3.8,False
클라우드 SaaS,B,조정기,70.9,0.5,0.78,3,CRM,대장주,196.14,-0.67,15.34,56.0,1.02,6.3,False
클라우드 SaaS,B,조정기,70.9,0.5,0.78,3,MSFT,대장주,481.63,-4.4,21.09,78.1,0.64,4.9,False
클라우드 SaaS,B,조정기,70.9,0.5,0.78,3,SNOW,후발주,325.33,-2.64,19.73,75.4,0.69,4.4,False
방위산업,B,조정기,77.5,0.1,0.64,3,RTX,대장주,225.49,1.06,16.82,73.8,0.73,7.3,False
방위산업,B,조정기,77.5,0.1,0.64,3,LMT,대장주,607.17,1.57,19.74,65.9,0.73,6.6,False
방위산업,B,조정기,77.5,0.1,0.64,3,GD,후발주,393.48,0.41,6.76,66.6,0.57,4.7,False
원자력 에너지,B,조정기,72.2,-3.97,0.85,2,CEG,대장주,266.83,-4.14,1.76,56.6,0.89,3.9,False
원자력 에너지,B,조정기,72.2,-3.97,0.85,2,VST,대장주,140.52,-3.04,-13.44,47.5,0.71,3.3,False
원자력 에너지,B,조정기,72.2,-3.97,0.85,2,UEC,후발주,10.96,-4.36,14.76,79.6,0.72,2.8,False
사이버보안,A,조정기,70.1,-2.96,1.17,4,PANW,대장주,374.14,-2.52,9.35,75.0,0.84,4.0,False
사이버보안,A,조정기,70.1,-2.96,1.17,4,CRWD,대장주,212.92,-4.05,11.39,72.9,0.89,3.6,False
사이버보안,A,조정기,70.1,-2.96,1.17,4,FTNT,후발주,158.01,-2.4,-0.06,55.0,0.69,3.2,False
바이오헬스케어,A,조정기,73.3,1.29,0.87,4,REGN,대장주,810.24,1.66,19.34,90.5,0.71,7.5,False
바이오헬스케어,A,조정기,73.3,1.29,0.87,4,MRNA,후발주,62.96,3.95,5.53,67.2,1.03,6.3,False
바이오헬스케어,A,조정기,73.3,1.29,0.87,4,LLY,대장주,1225.73,1.03,4.43,52.7,0.75,5.2,False
로봇 자동화,A,조정기,67.8,-2.6,1.33,5,TER,대장주,404.29,6.52,8.09,67.4,0.78,7.5,False
로봇 자동화,A,조정기,67.8,-2.6,1.33,5,ISRG,대장주,391.18,-2.5,11.75,74.6,0.74,4.9,False
에너지 원유,B,조정기,73.2,4.51,0.84,3,XOM,대장주,165.56,4.28,9.84,68.6,0.92,7.6,False
에너지 원유,B,조정기,73.2,4.51,0.84,3,CVX,대장주,205.74,4.62,7.68,67.3,0.91,7.5,False
에너지 원유,B,조정기,73.2,4.51,0.84,3,SLB,후발주,53.21,-0.88,14.21,66.0,0.64,5.0,False
금융,B,조정기,66.8,0.07,0.94,2,JPM,대장주,363.25,0.33,5.22,78.2,0.75,5.8,False
금융,B,조정기,66.8,0.07,0.94,2,BAC,후발주,64.23,0.36,4.92,75.1,0.89,5.1,False
금융,B,조정기,66.8,0.07,0.94,2,GS,대장주,1040.47,0.59,-4.15,67.9,0.82,3.8,False
금 귀금속,C,소멸,73.5,-1.3,1.0,1,NEM,대장주,115.98,-1.05,25.4,77.5,0.88,7.2,False
금 귀금속,C,소멸,73.5,-1.3,1.0,1,GOLD,대장주,41.84,-3.68,4.76,55.7,0.95,3.9,False
금 귀금속,C,소멸,73.5,-1.3,1.0,1,AG,후발주,18.48,-2.45,9.63,70.0,0.8,3.8,False
