theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,64.3,13.54,1.07,5,AMD,대장주,495.54,19.68,53.32,67.3,0.8,7.0,False
AI 반도체,S,태동기,64.3,13.54,1.07,5,AMAT,후발주,448.25,10.3,17.76,56.2,0.81,6.7,False
AI 반도체,S,태동기,64.3,13.54,1.07,5,NVDA,대장주,212.6,-3.63,-0.27,54.2,1.12,4.1,False
클라우드 SaaS,C,소멸,53.9,-0.78,0.77,1,SNOW,후발주,175.26,3.37,22.94,81.8,1.12,6.4,False
클라우드 SaaS,C,소멸,53.9,-0.78,0.77,1,MSFT,대장주,412.67,-0.92,-3.65,49.7,0.82,4.0,False
클라우드 SaaS,C,소멸,53.9,-0.78,0.77,1,CRM,대장주,177.51,-1.06,-2.1,46.3,1.06,4.0,False
방위산업,B,태동기,61.4,5.57,0.94,2,LMT,대장주,531.14,0.86,3.68,64.3,0.92,5.1,False
방위산업,B,태동기,61.4,5.57,0.94,2,RTX,대장주,176.59,1.63,0.94,51.2,0.85,5.1,False
방위산업,B,태동기,61.4,5.57,0.94,2,GD,후발주,342.69,0.75,9.25,44.2,0.62,4.7,False
원자력 에너지,B,조정기,31.6,5.97,0.95,2,CEG,대장주,288.68,10.75,-5.42,35.5,0.92,7.4,False
원자력 에너지,B,조정기,31.6,5.97,0.95,2,VST,대장주,160.15,18.89,-0.6,51.4,1.14,7.0,False
원자력 에너지,B,조정기,31.6,5.97,0.95,2,UEC,후발주,13.44,12.85,-7.05,36.0,0.95,6.1,False
사이버보안,B,조정기,72.7,0.54,0.89,3,PANW,대장주,248.47,3.47,37.28,81.2,0.93,7.6,False
사이버보안,B,조정기,72.7,0.54,0.89,3,CRWD,대장주,645.36,4.62,41.84,87.4,0.98,7.2,False
사이버보안,B,조정기,72.7,0.54,0.89,3,FTNT,후발주,127.93,0.23,49.24,85.0,0.87,6.7,False
바이오헬스케어,B,조정기,43.6,6.04,0.89,3,LLY,대장주,1082.92,6.02,24.12,71.0,0.82,7.6,False
바이오헬스케어,B,조정기,43.6,6.04,0.89,3,MRNA,후발주,47.61,4.13,1.0,47.0,0.54,5.0,False
바이오헬스케어,B,조정기,43.6,6.04,0.89,3,REGN,대장주,627.74,-0.26,-14.09,22.4,1.12,3.8,False
로봇 자동화,S,가속기,60.2,7.45,1.35,7,TER,대장주,375.83,16.94,-1.09,48.2,0.77,7.5,True
로봇 자동화,S,가속기,60.2,7.45,1.35,7,ISRG,대장주,418.55,-5.22,-10.31,35.8,0.95,3.6,False
에너지 원유,C,소멸,50.0,-7.02,1.22,1,SLB,후발주,56.5,-0.48,1.53,56.3,1.17,3.9,False
에너지 원유,C,소멸,50.0,-7.02,1.22,1,CVX,대장주,182.4,-7.53,-2.28,48.5,1.07,3.1,False
에너지 원유,C,소멸,50.0,-7.02,1.22,1,XOM,대장주,147.9,-9.01,-1.1,50.3,0.9,3.0,False
금융,B,태동기,45.6,0.63,0.99,2,GS,대장주,996.47,7.29,7.55,67.7,1.19,7.4,False
금융,B,태동기,45.6,0.63,0.99,2,JPM,대장주,299.28,1.21,-3.91,35.3,1.0,3.9,False
금융,B,태동기,45.6,0.63,0.99,2,BAC,후발주,51.1,0.79,-2.96,34.1,0.99,3.1,False
금 귀금속,C,소멸,38.7,1.98,0.91,0,GOLD,대장주,42.31,7.17,-6.99,48.1,0.72,7.4,False
금 귀금속,C,소멸,38.7,1.98,0.91,0,AG,후발주,19.67,4.72,0.96,43.5,0.74,6.1,False
금 귀금속,C,소멸,38.7,1.98,0.91,0,NEM,대장주,107.23,2.04,-2.43,39.7,0.92,4.4,False
