theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,70.0,14.97,1.08,5,AMD,대장주,503.89,19.69,50.58,77.3,0.83,7.2,False
AI 반도체,S,조정기,70.0,14.97,1.08,5,AMAT,후발주,454.89,10.13,12.5,62.9,0.86,6.8,False
AI 반도체,S,조정기,70.0,14.97,1.08,5,NVDA,대장주,214.86,-3.36,-0.81,63.9,1.08,4.2,False
클라우드 SaaS,B,태동기,52.3,2.24,1.0,2,SNOW,후발주,177.6,8.13,23.12,82.3,1.08,6.6,False
클라우드 SaaS,B,태동기,52.3,2.24,1.0,2,MSFT,대장주,416.03,-1.56,-1.86,54.9,0.85,4.0,False
클라우드 SaaS,B,태동기,52.3,2.24,1.0,2,CRM,대장주,179.08,-0.22,-0.61,42.7,1.1,4.0,False
방위산업,B,조정기,68.5,4.2,0.9,2,RTX,대장주,178.97,2.14,3.65,62.9,0.9,6.5,False
방위산업,B,조정기,68.5,4.2,0.9,2,LMT,대장주,532.9,0.87,3.81,69.2,0.9,5.4,False
방위산업,B,조정기,68.5,4.2,0.9,2,GD,후발주,344.64,0.45,10.27,44.3,0.49,4.3,False
원자력 에너지,B,조정기,43.4,5.55,0.92,2,CEG,대장주,301.57,15.1,-4.17,41.3,0.99,7.5,False
원자력 에너지,B,조정기,43.4,5.55,0.92,2,VST,대장주,164.56,20.34,-1.21,53.3,1.15,7.1,False
원자력 에너지,B,조정기,43.4,5.55,0.92,2,UEC,후발주,13.51,2.35,-12.33,44.8,1.12,2.8,False
사이버보안,A,과열기,86.2,4.57,1.2,5,PANW,대장주,256.75,3.72,40.38,88.0,1.02,7.8,False
사이버보안,A,과열기,86.2,4.57,1.2,5,CRWD,대장주,671.55,8.52,47.72,94.4,1.08,7.6,False
사이버보안,A,과열기,86.2,4.57,1.2,5,FTNT,후발주,133.96,5.9,56.37,95.6,0.89,7.2,False
바이오헬스케어,B,태동기,49.2,4.45,1.0,2,LLY,대장주,1064.74,7.76,22.84,68.0,0.88,7.7,False
바이오헬스케어,B,태동기,49.2,4.45,1.0,2,REGN,대장주,634.62,0.94,-14.62,31.4,1.07,3.9,False
바이오헬스케어,B,태동기,49.2,4.45,1.0,2,MRNA,후발주,47.03,-2.24,-3.43,50.7,0.58,2.6,False
로봇 자동화,S,조정기,68.4,6.83,1.61,7,TER,대장주,389.14,21.25,-3.16,58.5,0.76,7.5,False
로봇 자동화,S,조정기,68.4,6.83,1.61,7,ISRG,대장주,436.64,-0.75,-7.29,42.6,0.95,4.0,False
에너지 원유,C,소멸,44.1,-4.51,1.14,1,SLB,후발주,57.98,1.45,4.98,59.8,1.11,5.7,False
에너지 원유,C,소멸,44.1,-4.51,1.14,1,CVX,대장주,184.71,-4.96,0.88,42.6,1.09,3.2,False
에너지 원유,C,소멸,44.1,-4.51,1.14,1,XOM,대장주,149.81,-6.65,1.78,45.2,0.92,3.1,False
금융,B,태동기,52.8,0.21,0.96,2,GS,대장주,994.52,5.09,6.05,70.6,1.16,7.3,False
금융,B,태동기,52.8,0.21,0.96,2,JPM,대장주,306.74,2.0,-1.57,47.4,0.97,5.0,False
금융,B,태동기,52.8,0.21,0.96,2,BAC,후발주,52.2,2.98,-0.82,43.6,1.03,4.9,False
금 귀금속,C,소멸,53.9,1.56,0.92,0,GOLD,대장주,43.13,9.3,-8.18,51.5,0.73,7.5,False
금 귀금속,C,소멸,53.9,1.56,0.92,0,AG,후발주,20.28,2.88,-0.89,54.6,0.82,5.0,False
금 귀금속,C,소멸,53.9,1.56,0.92,0,NEM,대장주,111.61,1.6,-3.85,53.3,0.95,4.6,False
