theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,76.1,6.13,0.92,5,NVDA,대장주,222.82,3.7,12.26,51.6,1.14,7.4,False
AI 반도체,S,조정기,76.1,6.13,0.92,5,AMAT,후발주,490.05,7.73,25.37,71.2,0.88,7.0,False
AI 반도체,S,조정기,76.1,6.13,0.92,5,AMD,대장주,521.54,3.5,52.7,70.0,0.75,6.8,False
클라우드 SaaS,S,조정기,75.7,15.32,1.35,7,CRM,대장주,200.84,12.15,8.28,70.1,1.55,8.4,False
클라우드 SaaS,S,조정기,75.7,15.32,1.35,7,MSFT,대장주,441.31,6.08,6.93,66.4,1.35,8.0,False
클라우드 SaaS,S,조정기,75.7,15.32,1.35,7,SNOW,후발주,261.14,47.04,81.08,83.5,1.95,7.7,False
방위산업,B,태동기,53.8,-0.51,1.32,2,RTX,대장주,174.26,-2.63,1.21,43.5,0.98,3.9,False
방위산업,B,태동기,53.8,-0.51,1.32,2,LMT,대장주,513.43,-3.02,-0.26,46.7,1.01,3.3,False
방위산업,B,태동기,53.8,-0.51,1.32,2,GD,후발주,337.61,-2.04,-3.29,41.2,0.85,3.2,False
원자력 에너지,B,조정기,47.5,2.64,0.91,2,UEC,후발주,15.44,14.29,4.18,49.6,0.91,6.1,False
원자력 에너지,B,조정기,47.5,2.64,0.91,2,CEG,대장주,272.65,-9.59,-14.94,41.4,1.31,3.7,False
원자력 에너지,B,조정기,47.5,2.64,0.91,2,VST,대장주,157.97,-4.0,-1.79,60.0,0.71,3.2,False
사이버보안,A,과열기,86.6,10.43,1.07,5,PANW,대장주,297.18,15.75,61.02,82.1,1.22,8.3,False
사이버보안,A,과열기,86.6,10.43,1.07,5,CRWD,대장주,768.95,14.5,63.87,86.0,1.09,7.7,False
사이버보안,A,과열기,86.6,10.43,1.07,5,FTNT,후발주,148.86,11.12,66.81,86.3,1.06,7.4,False
바이오헬스케어,B,소멸,38.5,-4.19,1.01,3,LLY,대장주,1064.15,-0.06,10.13,64.7,1.04,6.3,False
바이오헬스케어,B,소멸,38.5,-4.19,1.01,3,REGN,대장주,602.92,-5.0,-14.86,14.0,1.28,3.6,False
바이오헬스케어,B,소멸,38.5,-4.19,1.01,3,MRNA,후발주,45.64,-2.96,-3.51,22.5,0.69,2.4,False
로봇 자동화,B,태동기,62.6,0.39,1.11,3,TER,대장주,392.62,0.89,16.4,60.0,0.82,7.1,False
로봇 자동화,B,태동기,62.6,0.39,1.11,3,ISRG,대장주,402.3,-7.86,-11.06,35.0,1.23,3.5,False
에너지 원유,C,소멸,51.8,0.19,1.05,0,CVX,대장주,187.55,1.54,-1.57,54.7,0.93,4.3,False
에너지 원유,C,소멸,51.8,0.19,1.05,0,SLB,후발주,56.56,-2.45,1.67,54.7,1.31,3.6,False
에너지 원유,C,소멸,51.8,0.19,1.05,0,XOM,대장주,149.56,-0.17,-2.03,49.9,0.98,3.4,False
금융,B,태동기,48.6,-0.75,1.07,2,GS,대장주,1064.58,7.52,18.38,79.6,1.08,7.3,False
금융,B,태동기,48.6,-0.75,1.07,2,BAC,후발주,52.48,0.54,0.56,62.5,1.18,4.7,False
금융,B,태동기,48.6,-0.75,1.07,2,JPM,대장주,300.96,-1.88,-2.17,45.7,1.19,4.1,False
금 귀금속,C,소멸,35.8,-0.51,1.01,0,AG,후발주,20.99,3.5,8.41,34.5,0.71,5.9,False
금 귀금속,C,소멸,35.8,-0.51,1.01,0,NEM,대장주,109.5,-1.66,1.32,35.3,1.18,3.8,False
금 귀금속,C,소멸,35.8,-0.51,1.01,0,GOLD,대장주,40.02,-7.21,-5.67,42.9,0.76,3.7,False
