theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,48.9,3.0,0.68,4,NVDA,대장주,224.09,2.22,5.45,61.4,0.87,6.6,False
AI 반도체,S,태동기,48.9,3.0,0.68,4,AMD,대장주,482.93,0.18,-8.73,40.4,0.73,4.1,False
AI 반도체,S,태동기,48.9,3.0,0.68,4,AMAT,후발주,548.15,2.6,-5.4,47.6,0.79,3.9,False
클라우드 SaaS,S,조정기,66.0,3.74,0.88,5,MSFT,대장주,492.43,1.02,24.47,85.9,0.75,7.4,False
클라우드 SaaS,S,조정기,66.0,3.74,0.88,5,CRM,대장주,193.32,0.18,15.76,75.1,0.93,7.3,False
클라우드 SaaS,S,조정기,66.0,3.74,0.88,5,SNOW,후발주,332.26,4.87,22.21,88.7,0.98,6.5,False
방위산업,B,조정기,74.9,-0.26,0.8,3,RTX,대장주,222.76,0.2,13.72,77.0,0.77,7.0,False
방위산업,B,조정기,74.9,-0.26,0.8,3,LMT,대장주,606.72,5.04,17.93,68.7,0.7,6.8,False
방위산업,B,조정기,74.9,-0.26,0.8,3,GD,후발주,394.21,2.64,5.75,62.3,0.63,5.9,False
원자력 에너지,B,태동기,64.2,4.07,0.91,3,CEG,대장주,278.68,5.11,7.97,52.4,1.04,7.4,False
원자력 에너지,B,태동기,64.2,4.07,0.91,3,UEC,후발주,11.36,5.97,12.36,67.4,0.77,6.1,False
원자력 에너지,B,태동기,64.2,4.07,0.91,3,VST,대장주,146.68,4.34,-8.46,32.4,0.99,4.3,False
사이버보안,A,과열기,82.9,3.67,1.08,5,PANW,대장주,387.01,6.71,9.32,79.5,0.91,7.1,False
사이버보안,A,과열기,82.9,3.67,1.08,5,CRWD,대장주,221.78,5.68,7.26,79.9,0.86,7.0,False
사이버보안,A,과열기,82.9,3.67,1.08,5,FTNT,후발주,160.84,-2.0,-2.23,62.2,0.84,3.3,False
바이오헬스케어,A,태동기,64.4,4.17,0.92,5,REGN,대장주,797.99,3.83,20.09,83.4,1.07,7.8,False
바이오헬스케어,A,태동기,64.4,4.17,0.92,5,LLY,대장주,1220.28,4.31,5.5,55.9,0.96,7.3,False
바이오헬스케어,A,태동기,64.4,4.17,0.92,5,MRNA,후발주,63.67,13.18,-6.75,62.0,1.18,6.5,False
로봇 자동화,B,조정기,70.0,0.46,0.81,3,ISRG,대장주,401.27,6.95,3.16,83.2,0.74,7.6,False
로봇 자동화,B,조정기,70.0,0.46,0.81,3,TER,대장주,402.74,3.43,17.72,56.6,0.7,7.2,False
에너지 원유,C,소멸,57.1,6.49,0.87,1,XOM,대장주,159.75,5.36,10.55,55.7,1.0,7.4,False
에너지 원유,C,소멸,57.1,6.49,0.87,1,CVX,대장주,196.6,5.47,8.26,52.5,1.0,7.4,False
에너지 원유,C,소멸,57.1,6.49,0.87,1,SLB,후발주,52.61,5.41,10.64,64.2,0.71,6.6,False
금융,B,조정기,71.5,-0.14,0.74,2,BAC,후발주,64.81,2.47,5.23,74.8,0.76,6.5,False
금융,B,조정기,71.5,-0.14,0.74,2,JPM,대장주,365.18,1.65,5.27,66.5,0.69,6.1,False
금융,B,조정기,71.5,-0.14,0.74,2,GS,대장주,1037.21,-2.19,-9.97,41.8,0.87,3.3,False
금 귀금속,B,과열기,80.2,8.7,1.23,3,NEM,대장주,117.84,12.99,23.77,83.4,1.05,8.2,False
금 귀금속,B,과열기,80.2,8.7,1.23,3,GOLD,대장주,44.68,3.12,12.94,72.1,0.98,7.6,False
금 귀금속,B,과열기,80.2,8.7,1.23,3,AG,후발주,19.16,8.8,13.78,69.0,0.91,7.0,False
