theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,54.4,5.23,1.04,5,AMAT,후발주,568.23,13.83,37.57,73.4,1.25,7.4,False
AI 반도체,S,태동기,54.4,5.23,1.04,5,AMD,대장주,507.29,6.68,20.5,51.7,0.94,6.8,False
AI 반도체,S,태동기,54.4,5.23,1.04,5,NVDA,대장주,207.41,-0.37,-6.6,46.7,0.82,4.0,False
클라우드 SaaS,C,소멸,53.8,-2.44,0.96,1,SNOW,후발주,238.32,-0.56,45.1,68.1,0.57,5.7,False
클라우드 SaaS,C,소멸,53.8,-2.44,0.96,1,MSFT,대장주,393.83,-2.37,-6.81,43.0,0.97,3.9,False
클라우드 SaaS,C,소멸,53.8,-2.44,0.96,1,CRM,대장주,161.71,-7.54,-9.67,40.6,0.86,3.7,False
방위산업,B,태동기,58.4,4.01,0.83,2,RTX,대장주,186.77,2.87,6.59,63.1,0.96,7.4,False
방위산업,B,태동기,58.4,4.01,0.83,2,GD,후발주,364.11,5.33,6.12,66.0,1.11,7.0,False
방위산업,B,태동기,58.4,4.01,0.83,2,LMT,대장주,535.95,1.1,2.11,53.9,0.91,4.5,False
원자력 에너지,A,조정기,41.3,4.22,1.03,4,CEG,대장주,268.0,6.5,2.29,38.6,0.97,7.2,False
원자력 에너지,A,조정기,41.3,4.22,1.03,4,VST,대장주,158.61,8.47,15.99,48.4,0.95,6.8,False
원자력 에너지,A,조정기,41.3,4.22,1.03,4,UEC,후발주,11.67,9.58,-11.59,41.9,1.27,6.2,False
사이버보안,B,태동기,56.7,0.86,0.79,3,FTNT,후발주,147.02,6.24,16.22,68.6,0.91,6.9,False
사이버보안,B,태동기,56.7,0.86,0.79,3,PANW,대장주,279.9,7.44,13.07,63.0,0.76,6.8,False
사이버보안,B,태동기,56.7,0.86,0.79,3,CRWD,대장주,679.49,5.36,9.8,54.8,0.71,6.7,False
바이오헬스케어,A,태동기,51.2,3.01,0.92,5,MRNA,후발주,55.4,16.07,15.15,66.6,1.23,6.7,False
바이오헬스케어,A,태동기,51.2,3.01,0.92,5,LLY,대장주,1122.5,-1.94,13.6,57.4,0.79,4.9,False
바이오헬스케어,A,태동기,51.2,3.01,0.92,5,REGN,대장주,614.73,-0.24,-2.23,44.5,0.75,4.0,False
로봇 자동화,B,조정기,39.6,1.37,0.85,3,TER,대장주,409.35,10.87,27.55,56.4,1.11,7.7,False
로봇 자동화,B,조정기,39.6,1.37,0.85,3,ISRG,대장주,417.07,-2.24,-5.19,49.1,0.84,3.9,False
에너지 원유,C,소멸,42.2,-3.54,0.98,1,CVX,대장주,180.11,-3.56,-7.32,46.3,0.96,3.3,False
에너지 원유,C,소멸,42.2,-3.54,0.98,1,XOM,대장주,141.86,-4.73,-11.61,40.1,1.06,3.2,False
에너지 원유,C,소멸,42.2,-3.54,0.98,1,SLB,후발주,53.07,-4.98,-6.65,39.8,0.92,2.9,False
금융,B,조정기,75.1,3.6,1.03,4,JPM,대장주,331.14,5.9,10.11,79.0,0.91,7.6,False
금융,B,조정기,75.1,3.6,1.03,4,GS,대장주,1090.67,5.68,15.76,64.5,0.97,7.0,False
금융,B,조정기,75.1,3.6,1.03,4,BAC,후발주,56.84,4.45,12.72,88.4,0.83,6.9,False
금 귀금속,B,가속기,52.3,12.44,1.22,4,NEM,대장주,108.44,10.05,-1.05,51.5,1.06,7.5,True
금 귀금속,B,가속기,52.3,12.44,1.22,4,GOLD,대장주,43.73,4.39,10.82,54.5,0.82,7.3,True
금 귀금속,B,가속기,52.3,12.44,1.22,4,AG,후발주,19.42,17.41,-1.48,48.9,1.11,6.8,False
