theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,29.6,-4.42,1.01,4,NVDA,대장주,228.45,0.21,4.32,52.3,1.13,5.2,False
AI 반도체,S,소멸,29.6,-4.42,1.01,4,AMD,대장주,456.16,-4.3,-6.77,27.7,0.79,3.6,False
AI 반도체,S,소멸,29.6,-4.42,1.01,4,AMAT,후발주,435.91,-9.63,-17.27,23.5,0.88,2.7,False
클라우드 SaaS,S,태동기,55.8,-2.62,1.01,4,CRM,대장주,264.43,4.91,41.58,88.1,1.25,8.1,False
클라우드 SaaS,S,태동기,55.8,-2.62,1.01,4,SNOW,후발주,356.47,8.31,12.1,60.3,1.76,7.1,False
클라우드 SaaS,S,태동기,55.8,-2.62,1.01,4,MSFT,대장주,510.12,1.0,2.24,59.4,0.99,5.5,False
방위산업,A,소멸,16.2,-3.53,1.25,4,RTX,대장주,202.13,-4.69,-9.16,21.8,0.86,3.6,False
방위산업,A,소멸,16.2,-3.53,1.25,4,LMT,대장주,532.95,-5.24,-8.0,20.3,0.93,3.0,False
방위산업,A,소멸,16.2,-3.53,1.25,4,GD,후발주,365.87,-3.73,-5.44,19.5,1.41,2.9,False
원자력 에너지,A,태동기,51.5,-4.66,0.97,4,CEG,대장주,285.05,0.93,9.34,52.4,1.05,6.3,False
원자력 에너지,A,태동기,51.5,-4.66,0.97,4,VST,대장주,144.22,3.15,2.01,43.7,1.0,5.6,False
원자력 에너지,A,태동기,51.5,-4.66,0.97,4,UEC,후발주,11.51,-15.49,6.97,52.2,1.13,2.3,False
사이버보안,A,조정기,41.4,-5.95,1.07,4,CRWD,대장주,214.97,-5.7,3.65,49.3,1.38,3.5,False
사이버보안,A,조정기,41.4,-5.95,1.07,4,PANW,대장주,331.94,-13.3,-7.66,35.8,1.44,3.0,False
사이버보안,A,조정기,41.4,-5.95,1.07,4,FTNT,후발주,156.36,-9.5,-2.34,47.3,1.15,2.9,False
바이오헬스케어,B,태동기,59.2,-2.29,0.96,3,REGN,대장주,843.47,4.43,9.37,61.6,0.95,7.4,False
바이오헬스케어,B,태동기,59.2,-2.29,0.96,3,MRNA,후발주,148.87,4.27,176.4,68.2,0.61,5.9,False
바이오헬스케어,B,태동기,59.2,-2.29,0.96,3,LLY,대장주,1159.6,-1.4,-2.57,45.9,1.03,4.0,False
로봇 자동화,B,소멸,28.5,-2.94,0.69,2,ISRG,대장주,369.83,0.75,-1.04,33.1,0.81,3.9,False
로봇 자동화,B,소멸,28.5,-2.94,0.69,2,TER,대장주,338.59,-9.0,-12.03,26.3,0.86,3.5,False
에너지 원유,B,조정기,68.0,3.74,1.04,4,CVX,대장주,211.32,5.78,12.65,74.5,1.02,7.8,False
에너지 원유,B,조정기,68.0,3.74,1.04,4,SLB,후발주,57.41,4.9,11.97,64.1,1.64,7.5,False
에너지 원유,B,조정기,68.0,3.74,1.04,4,XOM,대장주,162.21,3.69,5.44,55.4,0.93,7.3,False
금융,B,태동기,53.3,1.17,1.07,2,JPM,대장주,362.06,2.21,1.62,48.9,1.02,5.7,False
금융,B,태동기,53.3,1.17,1.07,2,BAC,후발주,63.04,3.06,0.06,41.1,1.11,5.1,False
금융,B,태동기,53.3,1.17,1.07,2,GS,대장주,1037.93,0.21,1.01,50.8,0.9,3.7,False
금 귀금속,B,태동기,63.8,-2.12,1.06,2,NEM,대장주,130.43,-1.41,23.71,63.3,1.14,7.4,False
금 귀금속,B,태동기,63.8,-2.12,1.06,2,AG,후발주,21.39,-1.61,23.88,61.5,1.07,6.5,False
금 귀금속,B,태동기,63.8,-2.12,1.06,2,GOLD,대장주,41.48,-9.79,-1.29,43.2,1.57,4.0,False
