theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,47.6,-3.0,1.0,4,AMD,대장주,546.72,1.08,14.98,55.4,0.9,6.5,False
AI 반도체,S,태동기,47.6,-3.0,1.0,4,NVDA,대장주,202.78,2.63,-2.6,48.0,0.89,5.2,False
AI 반도체,S,태동기,47.6,-3.0,1.0,4,AMAT,후발주,588.66,-9.56,17.92,49.6,0.87,2.8,False
클라우드 SaaS,B,과열기,78.3,4.01,0.74,3,SNOW,후발주,267.49,2.41,11.61,76.3,0.76,5.9,False
클라우드 SaaS,B,과열기,78.3,4.01,0.74,3,MSFT,대장주,384.36,0.02,-4.72,52.8,0.67,4.1,False
클라우드 SaaS,B,과열기,78.3,4.01,0.74,3,CRM,대장주,162.5,-0.45,-7.09,58.9,0.69,4.0,False
방위산업,C,소멸,45.5,-1.74,0.97,1,GD,후발주,374.6,3.69,8.84,59.6,0.71,6.5,False
방위산업,C,소멸,45.5,-1.74,0.97,1,RTX,대장주,195.2,1.78,7.51,53.2,0.88,6.3,False
방위산업,C,소멸,45.5,-1.74,0.97,1,LMT,대장주,518.26,-0.68,-2.24,45.4,0.73,3.4,False
원자력 에너지,C,소멸,27.2,-1.57,0.99,1,CEG,대장주,250.74,6.02,-0.36,39.1,0.83,7.2,False
원자력 에너지,C,소멸,27.2,-1.57,0.99,1,VST,대장주,157.98,3.15,8.19,49.3,0.76,6.5,False
원자력 에너지,C,소멸,27.2,-1.57,0.99,1,UEC,후발주,10.16,-3.7,-4.6,33.8,0.58,2.3,False
사이버보안,S,과열기,87.4,4.46,1.4,7,CRWD,대장주,198.4,2.7,23.05,76.2,0.77,6.7,False
사이버보안,S,과열기,87.4,4.46,1.4,7,FTNT,후발주,163.73,2.99,18.31,71.6,0.76,6.6,False
사이버보안,S,과열기,87.4,4.46,1.4,7,PANW,대장주,338.31,-3.9,29.86,68.5,1.1,6.5,False
바이오헬스케어,A,과열기,91.2,4.94,0.89,5,REGN,대장주,667.95,6.92,8.4,74.8,0.79,7.7,False
바이오헬스케어,A,과열기,91.2,4.94,0.89,5,LLY,대장주,1216.95,2.12,6.31,69.1,0.81,7.0,False
바이오헬스케어,A,과열기,91.2,4.94,0.89,5,MRNA,후발주,76.56,5.6,60.4,67.4,1.02,6.3,False
로봇 자동화,B,태동기,47.3,-3.28,0.86,2,ISRG,대장주,411.55,2.28,-3.53,55.6,1.0,5.3,False
로봇 자동화,B,태동기,47.3,-3.28,0.86,2,TER,대장주,362.75,-15.11,-1.75,44.3,0.79,3.5,False
에너지 원유,C,소멸,53.2,3.81,0.92,1,CVX,대장주,174.05,5.05,-6.81,44.6,0.89,5.5,False
에너지 원유,C,소멸,53.2,3.81,0.92,1,XOM,대장주,137.46,0.87,-7.69,42.5,0.81,3.5,False
에너지 원유,C,소멸,53.2,3.81,0.92,1,SLB,후발주,47.24,4.77,-15.42,33.9,0.71,3.3,False
금융,B,태동기,63.9,1.39,0.97,2,BAC,후발주,59.25,1.53,8.88,64.5,0.79,5.9,False
금융,B,태동기,63.9,1.39,0.97,2,JPM,대장주,335.47,0.87,7.77,53.2,0.92,5.8,False
금융,B,태동기,63.9,1.39,0.97,2,GS,대장주,1055.97,3.57,2.32,39.4,0.66,5.3,False
금 귀금속,C,소멸,33.0,0.95,0.81,0,GOLD,대장주,41.71,-1.93,-0.43,45.0,0.91,4.0,False
금 귀금속,C,소멸,33.0,0.95,0.81,0,AG,후발주,17.16,0.7,3.75,41.1,0.98,4.0,False
금 귀금속,C,소멸,33.0,0.95,0.81,0,NEM,대장주,94.81,1.62,-3.79,30.6,0.76,3.9,False
