theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,54.3,-12.05,1.65,5,AMAT,후발주,497.01,-0.75,15.41,69.0,1.18,6.4,False
AI 반도체,S,태동기,54.3,-12.05,1.65,5,NVDA,대장주,200.42,-6.56,-9.12,33.2,0.96,3.5,False
AI 반도체,S,태동기,54.3,-12.05,1.65,5,AMD,대장주,452.4,-16.61,0.92,50.9,1.05,2.9,False
클라우드 SaaS,B,태동기,52.8,-6.86,0.87,2,SNOW,후발주,239.9,-0.57,57.85,71.2,0.59,5.7,False
클라우드 SaaS,B,태동기,52.8,-6.86,0.87,2,MSFT,대장주,397.36,-7.02,-2.34,40.5,0.87,3.7,False
클라우드 SaaS,B,태동기,52.8,-6.86,0.87,2,CRM,대장주,170.92,-10.33,-0.23,44.5,0.82,3.5,False
방위산업,C,소멸,51.8,-0.01,0.98,1,RTX,대장주,177.41,2.82,-0.41,54.7,1.02,6.1,False
방위산업,C,소멸,51.8,-0.01,0.98,1,LMT,대장주,525.02,2.54,1.43,54.1,0.77,5.2,False
방위산업,C,소멸,51.8,-0.01,0.98,1,GD,후발주,341.07,1.2,-1.56,51.3,1.12,4.1,False
원자력 에너지,B,소멸,35.4,-12.37,1.22,2,CEG,대장주,242.3,-9.33,-17.34,30.2,0.88,3.5,False
원자력 에너지,B,소멸,35.4,-12.37,1.22,2,VST,대장주,138.54,-9.92,-5.67,44.9,0.74,3.0,False
원자력 에너지,B,소멸,35.4,-12.37,1.22,2,UEC,후발주,9.42,-33.14,-39.23,32.4,1.51,2.3,False
사이버보안,A,태동기,51.8,-7.93,1.18,4,FTNT,후발주,138.88,-5.19,21.96,59.0,1.0,3.7,False
사이버보안,A,태동기,51.8,-7.93,1.18,4,PANW,대장주,263.22,-6.14,22.09,56.9,0.79,3.1,False
사이버보안,A,태동기,51.8,-7.93,1.18,4,CRWD,대장주,647.74,-13.36,18.59,49.6,1.15,3.0,False
바이오헬스케어,B,조정기,45.6,-0.75,1.01,3,LLY,대장주,1136.37,5.34,15.0,71.8,1.19,7.9,False
바이오헬스케어,B,조정기,45.6,-0.75,1.01,3,REGN,대장주,601.65,-2.8,-16.71,31.1,0.84,3.7,False
바이오헬스케어,B,조정기,45.6,-0.75,1.01,3,MRNA,후발주,45.99,-6.26,-13.67,43.4,0.94,2.4,False
로봇 자동화,A,소멸,39.7,-11.31,1.31,5,ISRG,대장주,412.02,1.16,-4.6,32.3,0.95,3.9,False
로봇 자동화,A,소멸,39.7,-11.31,1.31,5,TER,대장주,347.59,-15.15,-2.99,50.8,1.14,3.6,False
에너지 원유,C,소멸,42.4,-0.78,0.85,0,CVX,대장주,189.8,0.05,3.01,47.3,0.74,3.6,False
에너지 원유,C,소멸,42.4,-0.78,0.85,0,XOM,대장주,150.62,-1.25,0.67,39.6,0.87,3.2,False
에너지 원유,C,소멸,42.4,-0.78,0.85,0,SLB,후발주,55.51,-2.36,0.29,44.7,0.88,3.2,False
금융,B,태동기,56.3,2.67,1.15,3,BAC,후발주,54.54,4.62,7.96,74.6,0.94,7.0,False
금융,B,태동기,56.3,2.67,1.15,3,JPM,대장주,309.14,2.76,1.4,58.4,1.04,6.5,False
금융,B,태동기,56.3,2.67,1.15,3,GS,대장주,1001.29,-3.82,6.32,54.3,1.11,3.5,False
금 귀금속,C,소멸,31.1,-13.16,1.18,1,GOLD,대장주,40.76,3.9,-2.83,49.2,0.92,6.1,False
금 귀금속,C,소멸,31.1,-13.16,1.18,1,NEM,대장주,92.77,-13.68,-22.31,28.7,1.13,3.5,False
금 귀금속,C,소멸,31.1,-13.16,1.18,1,AG,후발주,15.71,-20.54,-35.05,27.5,1.12,2.7,False
