theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,소멸,29.0,-2.71,1.08,3,NVDA,대장주,224.41,7.04,2.37,49.3,1.4,7.8,False
AI 반도체,B,소멸,29.0,-2.71,1.08,3,AMD,대장주,457.06,-4.96,-5.18,41.9,0.79,3.8,False
AI 반도체,B,소멸,29.0,-2.71,1.08,3,AMAT,후발주,438.46,-8.61,-17.84,19.8,0.9,2.7,False
클라우드 SaaS,S,태동기,45.6,2.15,1.05,4,CRM,대장주,256.93,24.95,33.14,81.9,1.74,8.8,False
클라우드 SaaS,S,태동기,45.6,2.15,1.05,4,MSFT,대장주,496.82,0.09,2.11,50.6,1.01,4.5,False
클라우드 SaaS,S,태동기,45.6,2.15,1.05,4,SNOW,후발주,305.84,-3.02,-3.47,32.7,1.23,2.3,False
방위산업,A,소멸,18.1,-5.5,1.27,4,RTX,대장주,200.78,-5.29,-9.38,25.6,0.84,3.6,False
방위산업,A,소멸,18.1,-5.5,1.27,4,LMT,대장주,531.55,-5.44,-7.4,25.9,0.95,3.0,False
방위산업,A,소멸,18.1,-5.5,1.27,4,GD,후발주,364.07,-4.7,-5.21,21.2,1.27,2.9,False
원자력 에너지,A,태동기,47.9,-5.4,1.16,4,CEG,대장주,290.04,3.76,9.57,59.8,0.9,7.3,False
원자력 에너지,A,태동기,47.9,-5.4,1.16,4,VST,대장주,143.46,2.45,2.05,45.4,0.92,5.1,False
원자력 에너지,A,태동기,47.9,-5.4,1.16,4,UEC,후발주,11.62,-11.5,8.4,53.2,1.16,2.3,False
사이버보안,A,조정기,34.4,-0.21,1.37,4,CRWD,대장주,203.42,7.53,-3.07,41.9,1.65,7.3,False
사이버보안,A,조정기,34.4,-0.21,1.37,4,FTNT,후발주,154.54,-1.9,-5.84,42.4,1.29,3.3,False
사이버보안,A,조정기,34.4,-0.21,1.37,4,PANW,대장주,328.48,-3.19,-9.42,32.4,1.47,3.2,False
바이오헬스케어,B,태동기,61.4,-1.79,0.92,3,REGN,대장주,852.03,4.57,10.99,63.8,1.0,7.6,False
바이오헬스케어,B,태동기,61.4,-1.79,0.92,3,MRNA,후발주,150.81,0.77,168.08,68.6,0.68,5.8,False
바이오헬스케어,B,태동기,61.4,-1.79,0.92,3,LLY,대장주,1160.08,-2.47,-0.69,41.5,1.02,3.9,False
로봇 자동화,B,소멸,22.2,-2.86,1.1,2,ISRG,대장주,371.88,0.39,-0.88,31.1,0.8,3.9,False
로봇 자동화,B,소멸,22.2,-2.86,1.1,2,TER,대장주,341.62,-5.92,-12.27,30.3,0.91,3.6,False
에너지 원유,B,조정기,75.6,4.28,1.08,4,SLB,후발주,58.13,8.45,16.47,70.7,1.73,7.8,False
에너지 원유,B,조정기,75.6,4.28,1.08,4,CVX,대장주,211.78,5.78,14.6,77.8,1.05,7.7,False
에너지 원유,B,조정기,75.6,4.28,1.08,4,XOM,대장주,164.15,3.77,8.96,61.6,0.95,7.4,False
금융,B,태동기,44.2,-1.03,1.03,2,JPM,대장주,356.22,-0.08,-0.84,38.9,1.01,3.8,False
금융,B,태동기,44.2,-1.03,1.03,2,BAC,후발주,62.6,0.59,-1.03,40.8,1.26,3.6,False
금융,B,태동기,44.2,-1.03,1.03,2,GS,대장주,1004.42,-2.99,-4.81,40.8,0.89,3.3,False
금 귀금속,B,태동기,61.9,-4.68,0.97,3,AG,후발주,21.2,1.0,20.48,62.7,1.05,6.6,False
금 귀금속,B,태동기,61.9,-4.68,0.97,3,NEM,대장주,125.16,-4.89,20.01,61.9,1.1,4.7,False
금 귀금속,B,태동기,61.9,-4.68,0.97,3,GOLD,대장주,43.82,-3.67,1.13,50.0,1.09,4.0,False
