theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,38.2,-10.24,1.0,4,NVDA,대장주,202.81,-3.86,-0.9,58.9,0.87,3.9,False
AI 반도체,S,소멸,38.2,-10.24,1.0,4,AMD,대장주,495.76,-11.14,-3.26,46.0,0.88,2.9,False
AI 반도체,S,소멸,38.2,-10.24,1.0,4,AMAT,후발주,529.66,-12.09,-10.67,38.6,0.66,2.7,False
클라우드 SaaS,B,조정기,77.2,2.75,0.95,3,CRM,대장주,170.77,4.56,10.16,64.4,0.78,7.3,False
클라우드 SaaS,B,조정기,77.2,2.75,0.95,3,MSFT,대장주,393.82,2.26,3.93,63.9,0.7,6.3,False
클라우드 SaaS,B,조정기,77.2,2.75,0.95,3,SNOW,후발주,268.9,2.85,14.66,69.5,0.71,5.9,False
방위산업,B,소멸,41.8,-3.48,0.86,2,RTX,대장주,193.51,-1.24,0.48,59.0,0.78,4.0,False
방위산업,B,소멸,41.8,-3.48,0.86,2,GD,후발주,368.58,-1.73,2.03,74.4,0.74,3.4,False
방위산업,B,소멸,41.8,-3.48,0.86,2,LMT,대장주,508.77,-2.76,-4.42,50.7,0.6,3.3,False
원자력 에너지,B,소멸,28.3,-8.96,1.18,2,CEG,대장주,252.39,0.4,-5.53,41.8,0.73,4.1,False
원자력 에너지,B,소멸,28.3,-8.96,1.18,2,VST,대장주,155.44,-2.15,-2.0,39.5,1.16,3.1,False
원자력 에너지,B,소멸,28.3,-8.96,1.18,2,UEC,후발주,9.28,-11.87,-18.74,30.6,0.91,2.1,False
사이버보안,A,조정기,70.9,1.89,1.26,4,CRWD,대장주,203.08,8.49,18.94,66.9,0.85,7.0,False
사이버보안,A,조정기,70.9,1.89,1.26,4,PANW,대장주,358.68,10.05,27.13,66.9,0.83,7.0,False
사이버보안,A,조정기,70.9,1.89,1.26,4,FTNT,후발주,161.61,2.6,12.12,59.3,0.75,6.4,False
바이오헬스케어,A,태동기,48.2,-3.0,0.9,4,REGN,대장주,676.69,1.83,11.31,67.3,0.64,7.1,False
바이오헬스케어,A,태동기,48.2,-3.0,0.9,4,LLY,대장주,1179.11,-0.8,6.04,44.0,0.79,4.1,False
바이오헬스케어,A,태동기,48.2,-3.0,0.9,4,MRNA,후발주,61.82,-9.45,0.03,43.6,0.59,2.2,False
로봇 자동화,B,소멸,40.4,-6.11,0.67,2,ISRG,대장주,345.42,-15.08,-14.11,33.4,1.68,3.8,False
로봇 자동화,B,소멸,40.4,-6.11,0.67,2,TER,대장주,322.36,-10.36,-21.1,30.5,0.58,3.5,False
에너지 원유,C,소멸,72.5,4.72,1.05,1,XOM,대장주,147.36,6.11,4.7,72.9,0.93,7.1,False
에너지 원유,C,소멸,72.5,4.72,1.05,1,CVX,대장주,187.38,6.22,5.52,73.8,0.72,7.0,False
에너지 원유,C,소멸,72.5,4.72,1.05,1,SLB,후발주,46.99,-1.61,-6.64,49.9,0.55,3.2,False
금융,B,조정기,71.6,0.99,1.14,2,BAC,후발주,61.27,2.68,8.38,68.1,1.07,6.9,False
금융,B,조정기,71.6,0.99,1.14,2,JPM,대장주,341.1,1.38,2.75,63.4,0.94,5.9,False
금융,B,조정기,71.6,0.99,1.14,2,GS,대장주,1065.22,0.95,-3.09,57.4,1.13,4.2,False
금 귀금속,C,소멸,36.2,-5.57,0.88,1,GOLD,대장주,38.31,-2.89,-10.3,36.5,0.97,3.7,False
금 귀금속,C,소멸,36.2,-5.57,0.88,1,NEM,대장주,89.7,-5.87,-15.11,36.9,0.95,3.6,False
금 귀금속,C,소멸,36.2,-5.57,0.88,1,AG,후발주,15.81,-6.73,-14.77,42.2,0.82,3.0,False
