theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,47.3,-9.42,0.93,4,NVDA,대장주,194.83,-0.46,-9.17,40.4,0.98,4.0,False
AI 반도체,S,소멸,47.3,-9.42,0.93,4,AMD,대장주,517.82,-2.77,-4.55,54.6,1.06,3.5,False
AI 반도체,S,소멸,47.3,-9.42,0.93,4,AMAT,후발주,603.04,-9.72,20.42,54.9,1.37,3.3,False
클라우드 SaaS,S,조정기,68.2,15.67,0.94,4,MSFT,대장주,390.49,10.67,-8.62,50.1,1.52,8.0,False
클라우드 SaaS,S,조정기,68.2,15.67,0.94,4,CRM,대장주,166.11,10.6,-12.63,49.6,0.85,7.5,False
클라우드 SaaS,S,조정기,68.2,15.67,0.94,4,SNOW,후발주,260.15,14.57,7.82,63.3,1.41,6.8,False
방위산업,B,조정기,68.9,4.55,0.85,3,RTX,대장주,199.25,6.78,15.47,68.0,0.86,7.6,False
방위산업,B,조정기,68.9,4.55,0.85,3,LMT,대장주,545.91,8.1,6.62,49.1,1.2,7.0,False
방위산업,B,조정기,68.9,4.55,0.85,3,GD,후발주,373.54,8.37,10.83,60.5,0.91,6.8,False
원자력 에너지,C,소멸,36.5,-2.1,0.76,1,CEG,대장주,239.25,-10.96,-10.47,44.9,1.2,3.6,False
원자력 에너지,C,소멸,36.5,-2.1,0.76,1,VST,대장주,151.05,-9.97,-1.65,55.1,0.98,3.0,False
원자력 에너지,C,소멸,36.5,-2.1,0.76,1,UEC,후발주,10.77,1.7,-23.56,51.7,0.76,2.8,False
사이버보안,S,과열기,78.4,11.11,1.69,7,PANW,대장주,348.06,18.76,24.12,84.3,1.12,7.7,False
사이버보안,S,과열기,78.4,11.11,1.69,7,CRWD,대장주,193.98,14.33,3.79,75.8,0.98,7.4,False
사이버보안,S,과열기,78.4,11.11,1.69,7,FTNT,후발주,156.25,4.22,6.67,65.4,0.94,6.8,False
바이오헬스케어,A,과열기,91.6,5.85,0.97,5,LLY,대장주,1213.91,7.65,12.53,60.4,1.17,7.8,False
바이오헬스케어,A,과열기,91.6,5.85,0.97,5,REGN,대장주,654.27,5.5,5.71,76.0,0.91,7.6,False
바이오헬스케어,A,과열기,91.6,5.85,0.97,5,MRNA,후발주,79.76,33.49,62.58,86.0,1.24,7.1,False
로봇 자동화,B,조정기,52.5,-0.06,0.73,3,ISRG,대장주,426.01,6.59,4.6,58.4,1.06,7.6,False
로봇 자동화,B,조정기,52.5,-0.06,0.73,3,TER,대장주,369.09,-21.8,-9.91,48.5,1.15,3.6,False
에너지 원유,C,소멸,29.1,-1.61,0.8,0,XOM,대장주,137.09,-0.33,-10.12,26.6,0.98,3.2,False
에너지 원유,C,소멸,29.1,-1.61,0.8,0,CVX,대장주,169.2,-1.76,-10.81,24.6,1.2,3.2,False
에너지 원유,C,소멸,29.1,-1.61,0.8,0,SLB,후발주,45.13,-4.83,-20.62,8.7,0.76,2.9,False
금융,B,조정기,77.4,4.06,0.94,4,BAC,후발주,58.73,0.93,12.66,72.5,0.96,6.8,False
금융,B,조정기,77.4,4.06,0.94,4,JPM,대장주,334.47,-0.19,11.18,68.2,1.06,6.6,False
금융,B,조정기,77.4,4.06,0.94,4,GS,대장주,1021.0,-4.14,-1.92,46.0,1.0,3.2,False
금 귀금속,C,소멸,51.2,3.65,0.8,1,GOLD,대장주,43.99,6.13,12.13,53.7,1.15,7.6,False
금 귀금속,C,소멸,51.2,3.65,0.8,1,AG,후발주,17.82,8.0,-9.86,55.8,0.74,6.7,False
금 귀금속,C,소멸,51.2,3.65,0.8,1,NEM,대장주,97.04,1.77,-9.71,49.2,0.94,4.1,False
