theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,조정기,34.6,2.21,1.0,3,NVDA,대장주,230.36,5.89,2.86,53.7,1.02,7.4,False
AI 반도체,B,조정기,34.6,2.21,1.0,3,AMD,대장주,477.57,2.58,-1.2,40.1,0.86,5.1,False
AI 반도체,B,조정기,34.6,2.21,1.0,3,AMAT,후발주,454.71,-1.51,-15.57,17.7,0.86,3.0,False
클라우드 SaaS,S,태동기,54.5,-5.15,1.06,4,CRM,대장주,259.23,1.26,34.5,88.2,0.96,7.6,False
클라우드 SaaS,S,태동기,54.5,-5.15,1.06,4,SNOW,후발주,337.18,2.8,2.02,52.3,1.93,6.7,False
클라우드 SaaS,S,태동기,54.5,-5.15,1.06,4,MSFT,대장주,499.7,-2.69,0.13,62.8,0.92,4.1,False
방위산업,A,소멸,16.9,-3.1,1.19,4,RTX,대장주,200.79,-5.16,-9.67,21.8,0.91,3.6,False
방위산업,A,소멸,16.9,-3.1,1.19,4,LMT,대장주,525.28,-6.26,-10.11,21.6,0.99,2.9,False
방위산업,A,소멸,16.9,-3.1,1.19,4,GD,후발주,359.39,-5.25,-8.33,18.8,1.51,2.8,False
원자력 에너지,B,태동기,52.1,1.55,0.81,3,CEG,대장주,298.96,8.03,10.94,64.9,1.13,7.9,False
원자력 에너지,B,태동기,52.1,1.55,0.81,3,VST,대장주,149.3,8.91,6.2,54.6,1.12,7.1,False
원자력 에너지,B,태동기,52.1,1.55,0.81,3,UEC,후발주,11.54,-6.94,2.49,52.7,1.02,2.4,False
사이버보안,A,소멸,43.4,-4.15,0.92,4,CRWD,대장주,213.1,-2.43,-0.62,49.7,1.24,3.6,False
사이버보안,A,소멸,43.4,-4.15,0.92,4,FTNT,후발주,156.29,-5.85,-2.1,50.3,1.08,3.1,False
사이버보안,A,소멸,43.4,-4.15,0.92,4,PANW,대장주,333.26,-10.32,-8.41,38.0,1.42,3.0,False
바이오헬스케어,B,태동기,55.9,0.88,0.84,3,REGN,대장주,827.72,4.22,5.65,56.0,0.98,7.4,False
바이오헬스케어,B,태동기,55.9,0.88,0.84,3,MRNA,후발주,145.55,5.48,145.99,67.0,0.53,6.0,False
바이오헬스케어,B,태동기,55.9,0.88,0.84,3,LLY,대장주,1149.36,-2.15,-2.93,43.4,1.02,3.9,False
로봇 자동화,C,소멸,33.1,-0.09,0.6,1,TER,대장주,357.03,0.58,-5.87,23.6,0.88,3.9,False
로봇 자동화,C,소멸,33.1,-0.09,0.6,1,ISRG,대장주,366.7,-1.58,-3.2,33.6,0.85,3.8,False
에너지 원유,B,태동기,60.0,2.2,1.07,3,CVX,대장주,208.6,3.34,12.79,64.4,1.03,7.5,False
에너지 원유,B,태동기,60.0,2.2,1.07,3,SLB,후발주,57.51,0.83,14.4,64.1,1.47,7.1,False
에너지 원유,B,태동기,60.0,2.2,1.07,3,XOM,대장주,159.47,1.76,4.88,46.6,1.01,5.8,False
금융,B,태동기,54.4,0.0,1.07,2,JPM,대장주,358.64,0.29,0.31,47.0,1.05,4.2,False
금융,B,태동기,54.4,0.0,1.07,2,GS,대장주,1038.61,0.94,0.39,48.1,0.94,4.0,False
금융,B,태동기,54.4,0.0,1.07,2,BAC,후발주,62.68,0.58,-0.78,42.3,1.05,3.4,False
금 귀금속,B,태동기,58.8,-0.39,0.95,2,GOLD,대장주,46.13,1.27,6.02,51.7,1.81,7.4,False
금 귀금속,B,태동기,58.8,-0.39,0.95,2,NEM,대장주,128.09,0.29,13.61,58.4,1.09,6.9,False
금 귀금속,B,태동기,58.8,-0.39,0.95,2,AG,후발주,20.97,1.01,14.06,57.4,0.94,6.3,False
