theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,69.7,5.62,0.62,4,AMD,대장주,506.0,7.76,0.48,60.3,0.71,7.4,False
AI 반도체,S,조정기,69.7,5.62,0.62,4,NVDA,대장주,225.01,3.43,10.69,75.0,0.78,7.3,False
AI 반도체,S,조정기,69.7,5.62,0.62,4,AMAT,후발주,535.31,2.53,1.83,60.0,1.25,6.2,False
클라우드 SaaS,B,조정기,69.9,-0.7,0.73,3,SNOW,후발주,330.11,-1.37,20.33,82.8,0.67,5.7,False
클라우드 SaaS,B,조정기,69.9,-0.7,0.73,3,MSFT,대장주,480.35,-5.08,19.4,76.6,0.63,4.1,False
클라우드 SaaS,B,조정기,69.9,-0.7,0.73,3,CRM,대장주,190.97,-3.31,9.89,57.1,0.99,4.0,False
방위산업,B,조정기,58.5,0.03,0.63,3,RTX,대장주,221.64,-0.78,14.37,58.4,0.67,5.7,False
방위산업,B,조정기,58.5,0.03,0.63,3,LMT,대장주,593.74,-1.56,16.52,55.3,0.7,4.8,False
방위산업,B,조정기,58.5,0.03,0.63,3,GD,후발주,391.14,-1.22,5.54,47.9,0.54,3.2,False
원자력 에너지,C,소멸,73.5,1.16,0.83,1,CEG,대장주,278.2,2.87,9.74,65.9,0.86,7.4,False
원자력 에너지,C,소멸,73.5,1.16,0.83,1,UEC,후발주,11.17,-1.85,18.83,75.2,0.68,4.8,False
원자력 에너지,C,소멸,73.5,1.16,0.83,1,VST,대장주,146.11,2.27,-7.52,47.3,0.68,3.6,False
사이버보안,B,조정기,66.1,0.12,1.22,3,PANW,대장주,375.76,-2.41,7.77,73.1,0.85,3.9,False
사이버보안,B,조정기,66.1,0.12,1.22,3,CRWD,대장주,213.9,-5.0,7.76,71.5,0.86,3.5,False
사이버보안,B,조정기,66.1,0.12,1.22,3,FTNT,후발주,155.85,-5.09,-2.81,56.0,0.69,3.0,False
바이오헬스케어,B,조정기,67.8,0.95,0.86,3,REGN,대장주,805.93,-0.26,19.9,88.3,0.77,7.4,False
바이오헬스케어,B,조정기,67.8,0.95,0.86,3,MRNA,후발주,64.46,7.77,8.35,67.7,1.12,6.6,False
바이오헬스케어,B,조정기,67.8,0.95,0.86,3,LLY,대장주,1183.16,-3.82,3.31,44.0,0.73,3.9,False
로봇 자동화,B,조정기,73.3,1.63,0.81,3,TER,대장주,443.14,21.37,32.77,79.8,0.65,7.7,False
로봇 자동화,B,조정기,73.3,1.63,0.81,3,ISRG,대장주,390.33,-0.78,10.52,66.7,0.81,5.6,False
에너지 원유,B,조정기,73.2,3.99,0.81,2,CVX,대장주,202.7,4.0,6.85,68.3,0.87,7.5,False
에너지 원유,B,조정기,73.2,3.99,0.81,2,XOM,대장주,161.46,1.05,8.83,66.8,0.87,6.6,False
에너지 원유,B,조정기,73.2,3.99,0.81,2,SLB,후발주,53.86,1.24,16.1,64.2,0.64,6.4,False
금융,B,태동기,49.8,-0.4,0.91,2,JPM,대장주,360.96,0.33,6.52,54.2,0.7,5.1,False
금융,B,태동기,49.8,-0.4,0.91,2,GS,대장주,1051.31,1.62,-0.35,54.3,0.83,4.4,False
금융,B,태동기,49.8,-0.4,0.91,2,BAC,후발주,63.89,0.05,5.74,58.5,0.84,4.3,False
금 귀금속,B,과열기,79.0,1.55,0.97,2,NEM,대장주,120.33,2.62,34.9,85.4,0.91,7.6,False
금 귀금속,B,과열기,79.0,1.55,0.97,2,GOLD,대장주,45.39,4.42,20.81,69.4,0.87,7.5,False
금 귀금속,B,과열기,79.0,1.55,0.97,2,AG,후발주,19.57,3.9,23.57,75.7,0.81,6.6,False
