theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,가속기,60.3,9.97,1.29,5,AMAT,후발주,585.78,19.02,34.33,76.6,1.29,7.5,False
AI 반도체,S,가속기,60.3,9.97,1.29,5,AMD,대장주,547.26,11.61,29.04,57.1,1.0,7.0,True
AI 반도체,S,가속기,60.3,9.97,1.29,5,NVDA,대장주,212.45,1.83,-5.6,48.5,0.86,4.2,False
클라우드 SaaS,B,태동기,52.7,-3.06,0.93,2,SNOW,후발주,240.78,0.14,52.91,68.1,0.57,5.7,False
클라우드 SaaS,B,태동기,52.7,-3.06,0.93,2,MSFT,대장주,399.76,-2.91,-5.05,43.8,0.98,3.9,False
클라우드 SaaS,B,태동기,52.7,-3.06,0.93,2,CRM,대장주,164.55,-9.63,-4.92,41.3,0.86,3.6,False
방위산업,B,태동기,57.4,4.46,0.88,2,RTX,대장주,183.64,2.79,7.73,56.1,0.97,7.3,False
방위산업,B,태동기,57.4,4.46,0.88,2,GD,후발주,359.53,5.48,7.48,61.6,1.16,7.0,False
방위산업,B,태동기,57.4,4.46,0.88,2,LMT,대장주,530.36,1.98,3.45,50.5,0.94,5.2,False
원자력 에너지,C,소멸,40.7,2.26,1.17,1,VST,대장주,153.52,4.51,9.91,38.4,0.91,6.5,False
원자력 에너지,C,소멸,40.7,2.26,1.17,1,CEG,대장주,262.35,4.66,-1.82,30.0,0.95,6.0,False
원자력 에너지,C,소멸,40.7,2.26,1.17,1,UEC,후발주,11.77,-6.66,-13.77,42.0,1.61,2.8,False
사이버보안,B,태동기,53.0,0.62,0.84,3,PANW,대장주,284.54,6.84,17.18,61.2,0.8,6.8,False
사이버보안,B,태동기,53.0,0.62,0.84,3,FTNT,후발주,149.49,4.51,21.75,64.1,0.99,6.8,False
사이버보안,B,태동기,53.0,0.62,0.84,3,CRWD,대장주,692.91,5.18,16.64,52.9,0.77,6.7,False
바이오헬스케어,A,태동기,54.2,6.21,1.04,5,MRNA,후발주,52.13,9.52,6.3,62.2,1.02,6.4,False
바이오헬스케어,A,태동기,54.2,6.21,1.04,5,LLY,대장주,1129.35,-1.72,12.38,61.6,0.91,5.2,False
바이오헬스케어,A,태동기,54.2,6.21,1.04,5,REGN,대장주,614.98,0.6,-11.79,42.2,0.72,4.1,False
로봇 자동화,B,조정기,39.1,1.04,0.98,3,TER,대장주,432.41,15.4,28.03,58.5,1.12,7.7,False
로봇 자동화,B,조정기,39.1,1.04,0.98,3,ISRG,대장주,416.55,-0.49,-1.09,40.0,0.86,4.0,False
에너지 원유,C,소멸,39.7,-4.77,1.01,1,CVX,대장주,180.4,-4.67,-4.73,43.4,0.97,3.2,False
에너지 원유,C,소멸,39.7,-4.77,1.01,1,XOM,대장주,140.92,-7.14,-10.76,35.8,1.09,2.9,False
에너지 원유,C,소멸,39.7,-4.77,1.01,1,SLB,후발주,53.71,-5.02,-2.51,37.7,0.9,2.8,False
금융,B,조정기,65.6,3.06,1.05,3,JPM,대장주,319.4,2.66,7.25,62.5,0.94,7.4,False
금융,B,조정기,65.6,3.06,1.05,3,GS,대장주,1076.17,2.98,13.96,63.1,1.01,6.9,False
금융,B,조정기,65.6,3.06,1.05,3,BAC,후발주,55.87,4.18,12.84,74.8,0.81,6.8,False
금 귀금속,B,조정기,45.9,8.39,1.26,2,GOLD,대장주,43.66,7.91,13.3,51.6,0.92,7.4,False
금 귀금속,B,조정기,45.9,8.39,1.26,2,NEM,대장주,105.8,6.88,-2.76,43.2,1.12,7.4,False
금 귀금속,B,조정기,45.9,8.39,1.26,2,AG,후발주,18.9,10.08,-7.36,43.9,1.22,6.8,False
