theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,61.3,9.91,0.82,5,AMAT,후발주,640.18,12.86,49.8,78.5,1.27,7.5,False
AI 반도체,S,태동기,61.3,9.91,0.82,5,AMD,대장주,551.63,7.83,22.7,55.9,0.99,7.0,False
AI 반도체,S,태동기,61.3,9.91,0.82,5,NVDA,대장주,208.65,1.69,-4.84,38.5,0.89,3.9,False
클라우드 SaaS,B,조정기,3.9,-5.46,1.01,2,SNOW,후발주,226.59,-2.66,36.88,17.0,0.57,4.9,False
클라우드 SaaS,B,조정기,3.9,-5.46,1.01,2,MSFT,대장주,367.34,-5.99,-12.35,9.3,1.06,3.6,False
클라우드 SaaS,B,조정기,3.9,-5.46,1.01,2,CRM,대장주,150.12,-9.51,-14.63,0.0,1.34,3.5,False
방위산업,C,소멸,55.3,0.81,0.89,1,RTX,대장주,181.83,-0.93,3.75,57.9,1.16,4.7,False
방위산업,C,소멸,55.3,0.81,0.89,1,GD,후발주,343.36,-4.68,1.37,52.9,1.47,3.6,False
방위산업,C,소멸,55.3,0.81,0.89,1,LMT,대장주,493.6,-8.65,-4.97,40.8,1.3,3.1,False
원자력 에너지,B,조정기,42.4,2.13,0.87,3,CEG,대장주,275.53,8.58,-3.6,56.6,0.96,7.5,False
원자력 에너지,B,조정기,42.4,2.13,0.87,3,VST,대장주,167.26,13.0,12.19,62.2,1.1,7.2,False
원자력 에너지,B,조정기,42.4,2.13,0.87,3,UEC,후발주,11.47,3.99,-12.44,41.0,1.07,3.2,False
사이버보안,B,조정기,24.3,-1.32,0.62,3,PANW,대장주,286.4,2.42,13.24,41.0,0.79,6.6,False
사이버보안,B,조정기,24.3,-1.32,0.62,3,FTNT,후발주,145.39,-0.62,12.3,47.6,1.18,5.0,False
사이버보안,B,조정기,24.3,-1.32,0.62,3,CRWD,대장주,675.44,-1.08,4.2,26.9,0.85,3.2,False
바이오헬스케어,A,가속기,64.9,9.02,1.22,5,MRNA,후발주,59.35,18.9,25.57,68.9,1.79,7.3,True
바이오헬스케어,A,가속기,64.9,9.02,1.22,5,REGN,대장주,612.5,0.06,-4.68,55.7,1.19,4.4,False
바이오헬스케어,A,가속기,64.9,9.02,1.22,5,LLY,대장주,1102.08,-2.73,5.8,54.8,0.93,3.9,False
로봇 자동화,A,조정기,43.7,4.4,0.73,5,TER,대장주,457.0,13.34,29.3,64.9,1.54,8.3,False
로봇 자동화,A,조정기,43.7,4.4,0.73,5,ISRG,대장주,402.95,-1.97,-8.38,44.7,1.07,4.0,False
에너지 원유,C,소멸,34.7,-6.06,1.0,1,XOM,대장주,138.47,-5.81,-10.83,30.7,1.34,3.0,False
에너지 원유,C,소멸,34.7,-6.06,1.0,1,CVX,대장주,175.06,-6.5,-8.35,34.2,1.18,2.9,False
에너지 원유,C,소멸,34.7,-6.06,1.0,1,SLB,후발주,47.95,-14.65,-15.81,32.2,1.37,2.7,False
금융,B,조정기,68.5,0.67,0.98,2,JPM,대장주,331.48,3.35,9.4,77.3,1.26,7.8,False
금융,B,조정기,68.5,0.67,0.98,2,BAC,후발주,57.37,2.41,12.0,86.5,1.07,7.0,False
금융,B,조정기,68.5,0.67,0.98,2,GS,대장주,1106.37,4.1,12.45,59.5,1.06,6.9,False
금 귀금속,C,소멸,43.0,1.76,1.25,0,NEM,대장주,101.8,1.57,-5.81,42.4,1.25,4.3,False
금 귀금속,C,소멸,43.0,1.76,1.25,0,GOLD,대장주,41.81,-5.47,0.07,58.1,0.87,3.8,False
금 귀금속,C,소멸,43.0,1.76,1.25,0,AG,후발주,17.72,0.4,-10.95,36.1,1.08,3.1,False
