theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,조정기,35.8,-9.47,0.83,2,NVDA,대장주,208.48,-7.35,6.09,46.0,0.91,3.7,False
AI 반도체,B,조정기,35.8,-9.47,0.83,2,AMD,대장주,456.74,-9.73,-7.72,32.8,0.69,3.5,False
AI 반도체,B,조정기,35.8,-9.47,0.83,2,AMAT,후발주,484.19,-9.45,-6.23,34.1,0.9,2.7,False
클라우드 SaaS,S,태동기,61.9,1.61,0.74,4,CRM,대장주,209.06,9.47,20.43,64.8,1.0,7.7,False
클라우드 SaaS,S,태동기,61.9,1.61,0.74,4,MSFT,대장주,487.31,1.64,25.48,46.8,0.57,7.1,False
클라우드 SaaS,S,태동기,61.9,1.61,0.74,4,SNOW,후발주,322.78,-2.22,18.27,54.6,0.75,3.9,False
방위산업,A,소멸,24.1,-7.09,0.98,4,RTX,대장주,209.22,-5.6,-3.89,38.6,1.06,3.6,False
방위산업,A,소멸,24.1,-7.09,0.98,4,LMT,대장주,564.14,-4.99,-2.73,41.2,1.03,3.2,False
방위산업,A,소멸,24.1,-7.09,0.98,4,GD,후발주,383.77,-1.88,-1.38,47.6,0.83,3.2,False
원자력 에너지,C,소멸,59.6,0.32,0.91,1,UEC,후발주,12.51,12.0,26.24,72.3,1.17,6.7,False
원자력 에너지,C,소멸,59.6,0.32,0.91,1,CEG,대장주,273.43,-1.56,1.43,56.3,0.95,4.0,False
원자력 에너지,C,소멸,59.6,0.32,0.91,1,VST,대장주,135.66,-7.15,-13.64,37.0,0.91,2.9,False
사이버보안,A,조정기,41.8,-5.18,1.02,4,PANW,대장주,350.9,-6.62,10.58,42.8,0.9,3.1,False
사이버보안,A,조정기,41.8,-5.18,1.02,4,FTNT,후발주,151.99,-2.48,-0.26,31.6,0.76,3.0,False
사이버보안,A,조정기,41.8,-5.18,1.02,4,CRWD,대장주,190.68,-10.86,5.87,34.6,1.09,2.9,False
바이오헬스케어,A,조정기,68.7,2.91,1.29,5,MRNA,후발주,138.89,115.47,149.67,72.0,3.33,8.1,False
바이오헬스케어,A,조정기,68.7,2.91,1.29,5,LLY,대장주,1246.93,5.39,4.27,69.3,0.97,7.7,False
바이오헬스케어,A,조정기,68.7,2.91,1.29,5,REGN,대장주,828.5,2.92,24.33,75.4,0.88,7.4,False
로봇 자동화,B,조정기,29.6,-5.72,1.54,3,ISRG,대장주,373.57,-4.29,4.69,53.0,0.85,3.8,False
로봇 자동화,B,조정기,29.6,-5.72,1.54,3,TER,대장주,364.9,-17.66,9.0,40.4,0.78,3.5,False
에너지 원유,B,조정기,73.4,0.85,0.97,3,XOM,대장주,164.05,1.6,6.68,70.2,1.01,7.1,False
에너지 원유,B,조정기,73.4,0.85,0.97,3,CVX,대장주,203.09,1.07,7.82,71.7,0.94,6.9,False
에너지 원유,B,조정기,73.4,0.85,0.97,3,SLB,후발주,54.0,0.26,4.79,63.8,0.84,4.6,False
금융,B,태동기,54.0,1.11,0.99,3,JPM,대장주,356.39,-1.27,0.05,48.5,1.04,4.0,False
금융,B,태동기,54.0,1.11,0.99,3,GS,대장주,1036.28,-1.43,-1.14,44.8,1.13,3.4,False
금융,B,태동기,54.0,1.11,0.99,3,BAC,후발주,62.33,-2.44,0.32,46.3,1.08,3.2,False
금 귀금속,B,과열기,84.1,12.68,1.24,4,NEM,대장주,131.84,9.57,41.05,84.0,1.12,8.1,False
금 귀금속,B,과열기,84.1,12.68,1.24,4,GOLD,대장주,45.8,0.9,11.41,60.0,1.3,7.4,False
금 귀금속,B,과열기,84.1,12.68,1.24,4,AG,후발주,20.83,6.44,28.52,75.1,1.04,7.0,False
