theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,64.9,8.46,1.0,5,AMD,대장주,516.1,14.79,45.59,67.0,0.82,7.0,False
AI 반도체,S,태동기,64.9,8.46,1.0,5,AMAT,후발주,450.06,5.31,14.23,56.3,0.84,6.6,False
AI 반도체,S,태동기,64.9,8.46,1.0,5,NVDA,대장주,211.14,-3.81,5.8,46.3,1.15,3.9,False
클라우드 SaaS,S,조정기,65.7,11.36,0.89,5,MSFT,대장주,450.24,7.43,10.65,71.7,1.19,8.0,False
클라우드 SaaS,S,조정기,65.7,11.36,0.89,5,CRM,대장주,191.1,8.39,8.25,58.2,1.4,8.0,False
클라우드 SaaS,S,조정기,65.7,11.36,0.89,5,SNOW,후발주,255.55,54.37,87.26,92.6,1.83,7.8,False
방위산업,B,조정기,67.4,5.51,1.21,2,RTX,대장주,179.66,2.52,2.46,57.9,1.02,6.5,False
방위산업,B,조정기,67.4,5.51,1.21,2,LMT,대장주,530.45,1.47,2.41,68.7,1.03,5.8,False
방위산업,B,조정기,67.4,5.51,1.21,2,GD,후발주,346.82,2.39,0.73,50.3,0.88,4.9,False
원자력 에너지,B,조정기,40.0,2.58,0.88,2,VST,대장주,160.23,7.48,1.51,61.1,0.98,7.0,False
원자력 에너지,B,조정기,40.0,2.58,0.88,2,UEC,후발주,13.77,5.11,-7.52,41.3,0.85,4.5,False
원자력 에너지,B,조정기,40.0,2.58,0.88,2,CEG,대장주,287.75,0.67,-7.92,42.4,0.86,4.1,False
사이버보안,A,과열기,78.5,7.17,0.87,5,PANW,대장주,281.69,11.38,57.09,82.7,1.01,8.1,False
사이버보안,A,과열기,78.5,7.17,0.87,5,CRWD,대장주,731.0,12.77,63.99,88.6,0.95,7.6,False
사이버보안,A,과열기,78.5,7.17,0.87,5,FTNT,후발주,137.97,6.57,63.65,79.7,0.99,7.0,False
바이오헬스케어,A,태동기,54.4,2.94,0.81,5,LLY,대장주,1105.0,6.08,18.44,80.5,1.1,7.9,False
바이오헬스케어,A,태동기,54.4,2.94,0.81,5,REGN,대장주,614.78,-4.33,-12.92,19.5,1.29,3.6,False
바이오헬스케어,A,태동기,54.4,2.94,0.81,5,MRNA,후발주,47.19,-0.15,2.72,24.8,0.58,2.5,False
로봇 자동화,S,가속기,56.2,3.99,1.32,7,TER,대장주,374.31,5.9,9.02,54.6,0.91,7.3,True
로봇 자동화,S,가속기,56.2,3.99,1.32,7,ISRG,대장주,424.64,-3.45,-7.2,39.2,1.08,3.7,False
에너지 원유,C,소멸,52.6,-4.8,1.07,1,SLB,후발주,54.55,-4.72,-4.1,56.3,1.34,3.5,False
에너지 원유,C,소멸,52.6,-4.8,1.07,1,CVX,대장주,182.46,-4.48,-4.75,53.6,1.04,3.3,False
에너지 원유,C,소멸,52.6,-4.8,1.07,1,XOM,대장주,145.26,-6.46,-5.24,52.3,0.96,3.1,False
금융,B,태동기,53.7,-0.29,0.95,2,GS,대장주,1025.56,3.78,11.02,75.6,1.05,7.0,False
금융,B,태동기,53.7,-0.29,0.95,2,JPM,대장주,299.31,-1.22,-4.44,46.9,1.15,4.1,False
금융,B,태동기,53.7,-0.29,0.95,2,BAC,후발주,51.6,0.21,-3.48,52.2,1.14,3.5,False
금 귀금속,C,소멸,41.9,4.07,0.97,1,AG,후발주,21.08,5.93,7.05,46.9,0.75,6.6,False
금 귀금속,C,소멸,41.9,4.07,0.97,1,NEM,대장주,109.81,1.6,-0.92,41.0,1.15,4.8,False
금 귀금속,C,소멸,41.9,4.07,0.97,1,GOLD,대장주,42.31,1.27,-5.9,39.5,0.7,3.9,False
