ticker,name,sector,grade,score,nature,price,drop,bounce,roe,fwd_pe,quality,analyst_rec,analyst_upside,insider_signal,rsi,shares,amount,stop_loss,stop_pct,target_1,target_2,target_3,risk_reward,reasons,warnings
PODD,Insulet Corporation,Healthcare,STRONG BUY,68.77379966666666,TEMPORARY,153.22000122070312,-0.4062851285612216,0.0757565758602795,0.22997999,18.9,75.09519866666666,strong_buy,0.5910625897402428,BUYING,56.31024401007667,32,4903.04,145.56,-0.05000000000000007,200.25,229.16,246.51,9.9,Bounce +7.6% | Insider BUYING (2 buys) | Analyst: strong_buy (23) | Upside to target: +59%,매크로 환경 페널티 -5점 적용
TPL,Texas Pacific Land Corporation,Energy,STRONG BUY,72.9422,TEMPORARY,389.7900085449219,-0.2767816627459383,0.05855035416815672,0.36466,5.3,99.7688,hold,0.14164037045588646,BUYING,52.025132687326874,12,4677.48,364.59,-0.06465956829822732,453.6,496.28,521.89,4.2,Quality 100/100 (top tier) | Fwd PE 5.3 (cheap) | Bounce +5.9% | Insider BUYING (14 buys),매크로 환경 페널티 -5점 적용
RMD,ResMed Inc.,Healthcare,STRONG BUY,62.76593333333334,MOSTLY_TEMPORARY,196.0399932861328,-0.2858442863493997,0.07231148360293697,0.25246,16.1,91.06373333333335,buy,0.38033054478677836,SELLING,43.9469168468316,25,4901.0,180.36,-0.08000000000000002,228.66,251.58,265.34,3.5,Quality 91/100 (top tier) | Bounce +7.2% | Analyst: buy (15) | Upside to target: +38%,Insider selling (11 sells) | 매크로 환경 페널티 -5점 적용
BSX,Boston Scientific Corporation,Healthcare,STRONG BUY,65.7745,TEMPORARY,48.54999923706055,-0.3682498347295407,0.018246621776768845,0.14661,13.0,71.098,strong_buy,0.6100240988671473,BUYING,37.81710654212675,102,4952.1,46.12,-0.05000000000000006,62.26,69.56,74.26,8.7,Insider BUYING (3 buys) | Analyst: strong_buy (30) | Upside to target: +61%,매크로 환경 페널티 -5점 적용
UHS,"Universal Health Services, Inc.",Healthcare,STRONG BUY,62.781875,TEMPORARY,145.1699981689453,-0.3824173721248054,0.01837948131250631,0.21369,5.7,67.1275,buy,0.5024981056692155,SELLING,17.84049396840689,34,4935.78,137.91,-0.05000000000000008,188.81,211.93,225.81,9.2,Fwd PE 5.7 (cheap) | Analyst: buy (17) | Upside to target: +50% | RSI 18 (oversold),Insider selling (1 sells) | 매크로 환경 페널티 -5점 적용
MKC,"McCormick & Company, Incorporat",Consumer Defensive,BUY,47.463725,TEMPORARY,47.2400016784668,-0.3348069762829841,0.035964983754910376,0.25347,14.2,69.8549,buy,0.2977919136325148,SELLING,55.68329691584027,105,4960.2,44.88,-0.05000000000000003,58.31,64.66,68.48,7.4,Analyst: buy (13),Insider selling (2 sells) | 매크로 환경 페널티 -5점 적용
ROL,"Rollins, Inc.",Consumer Cyclical,WATCH,38.213625,TEMPORARY,47.099998474121094,-0.2773775233004681,0.0457370674227401,0.38671002,33.8,80.8545,buy,0.3362526539278131,SELLING,26.934302545099754,106,4992.6,44.74,-0.04999999999999997,55.11,60.14,63.17,5.5,Quality 81/100 (top tier) | Analyst: buy (16) | Upside to target: +34% | RSI 27 (oversold),Fwd PE 33.8 (expensive) | Insider selling (1 sells) | 고PER(34x) × 금리 페널티 -15점 | 매크로 환경 페널티 -20점 적용
AOS,A.O. Smith Corporation,Industrials,BUY,45.01890808333333,MOSTLY_TEMPORARY,57.20000076293945,-0.28513477216295563,0.025457189220477745,0.28267,13.7,80.07563233333333,hold,0.23966940559440564,SELLING,57.579627491457025,87,4976.4,54.34,-0.0500000000000001,67.9,73.96,77.59,5.9,Quality 80/100 (top tier),Insider selling (2 sells) | 매크로 환경 페널티 -5점 적용
ALLE,Allegion plc,Industrials,BUY,47.8281,TEMPORARY,130.16000366210938,-0.2721298303976048,0.03589337112185858,0.34179002,13.7,71.3124,buy,0.25998770743700067,SELLING,65.95899771225615,38,4946.08,123.65,-0.050000000000000086,152.24,165.53,173.51,5.4,Analyst: buy (12),Insider selling (2 sells) | 매크로 환경 페널티 -5점 적용
PNR,Pentair plc.,Industrials,BUY,48.791174749999996,MOSTLY_TEMPORARY,73.1500015258789,-0.2871539464154901,0.033192067412809924,0.1761,12.6,63.164699000000006,buy,0.38300300751879685,SELLING,52.070488845629534,68,4974.2,68.68,-0.06116197501501103,86.71,94.66,99.44,4.8,Analyst: buy (18) | Upside to target: +38%,Insider selling (2 sells) | 매크로 환경 페널티 -5점 적용
