theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,조정기,54.3,7.6,0.82,3,NVDA,대장주,223.96,11.56,6.16,65.6,1.01,7.8,False
AI 반도체,B,조정기,54.3,7.6,0.82,3,AMAT,후발주,539.14,6.2,-10.52,52.1,0.75,5.6,False
AI 반도체,B,조정기,54.3,7.6,0.82,3,AMD,대장주,483.36,1.51,-13.36,46.9,1.15,4.2,False
클라우드 SaaS,S,조정기,65.4,9.92,0.86,5,MSFT,대장주,499.99,7.59,29.83,81.4,1.07,7.9,False
클라우드 SaaS,S,조정기,65.4,9.92,0.86,5,CRM,대장주,192.74,4.74,18.01,61.8,0.85,7.4,False
클라우드 SaaS,S,조정기,65.4,9.92,0.86,5,SNOW,후발주,330.49,12.69,26.41,81.4,1.17,6.9,False
방위산업,A,조정기,74.7,4.63,0.99,5,RTX,대장주,223.03,3.63,13.83,86.7,0.87,7.6,False
방위산업,A,조정기,74.7,4.63,0.99,5,LMT,대장주,587.95,0.89,12.37,78.8,0.77,6.6,False
방위산업,A,조정기,74.7,4.63,0.99,5,GD,후발주,392.05,2.25,4.53,68.8,0.83,6.1,False
원자력 에너지,B,조정기,67.4,10.29,0.83,2,CEG,대장주,269.89,2.72,7.36,60.4,1.17,7.6,False
원자력 에너지,B,조정기,67.4,10.29,0.83,2,UEC,후발주,11.26,17.29,6.93,70.6,1.01,6.5,False
원자력 에너지,B,조정기,67.4,10.29,0.83,2,VST,대장주,140.59,-5.13,-11.5,37.2,1.38,3.1,False
사이버보안,A,가속기,60.7,8.08,1.27,5,CRWD,대장주,214.42,12.34,14.55,62.2,0.94,7.0,True
사이버보안,A,가속기,60.7,8.08,1.27,5,PANW,대장주,363.86,9.65,11.64,57.5,1.02,7.0,True
사이버보안,A,가속기,60.7,8.08,1.27,5,FTNT,후발주,159.64,-1.43,1.35,49.1,0.93,3.2,False
바이오헬스케어,A,태동기,61.1,7.05,0.98,5,REGN,대장주,784.36,2.85,18.03,83.6,0.9,7.6,False
바이오헬스케어,A,태동기,61.1,7.05,0.98,5,LLY,대장주,1185.71,3.21,-0.24,56.8,1.39,7.2,False
바이오헬스케어,A,태동기,61.1,7.05,0.98,5,MRNA,후발주,59.17,7.94,-13.33,49.4,1.03,5.9,False
로봇 자동화,A,조정기,69.3,6.55,1.32,5,ISRG,대장주,378.81,7.21,-6.88,62.5,0.74,7.4,False
로봇 자동화,A,조정기,69.3,6.55,1.32,5,TER,대장주,379.31,3.16,5.48,60.6,0.85,7.2,False
에너지 원유,C,소멸,47.7,-3.44,0.96,1,SLB,후발주,50.53,1.9,5.8,62.6,0.83,5.7,False
에너지 원유,C,소멸,47.7,-3.44,0.96,1,XOM,대장주,153.04,-1.54,10.2,58.7,0.89,4.8,False
에너지 원유,C,소멸,47.7,-3.44,0.96,1,CVX,대장주,186.56,-5.22,5.76,45.8,1.06,3.2,False
금융,B,조정기,66.0,1.16,0.87,2,JPM,대장주,357.52,1.63,6.26,68.8,0.75,6.5,False
금융,B,조정기,66.0,1.16,0.87,2,BAC,후발주,63.17,1.97,5.87,69.6,0.75,6.0,False
금융,B,조정기,66.0,1.16,0.87,2,GS,대장주,1039.61,2.08,-1.48,47.3,0.83,4.4,False
금 귀금속,B,과열기,79.8,21.31,1.41,3,NEM,대장주,112.98,20.56,18.56,81.9,0.99,8.1,False
금 귀금속,B,과열기,79.8,21.31,1.41,3,GOLD,대장주,43.51,5.2,10.29,71.8,1.13,7.9,False
금 귀금속,B,과열기,79.8,21.31,1.41,3,AG,후발주,18.4,22.42,8.55,64.6,1.01,7.0,False
