theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,56.2,6.33,1.04,4,AMD,대장주,521.09,13.38,9.86,68.5,1.07,7.9,False
AI 반도체,S,태동기,56.2,6.33,1.04,4,NVDA,대장주,223.67,2.87,2.84,54.2,0.98,6.5,False
AI 반도체,S,태동기,56.2,6.33,1.04,4,AMAT,후발주,468.85,6.11,-10.7,37.5,0.79,4.9,False
클라우드 SaaS,S,조정기,43.1,-6.74,1.36,5,SNOW,후발주,331.48,3.65,-0.8,52.1,1.95,6.9,False
클라우드 SaaS,S,조정기,43.1,-6.74,1.36,5,CRM,대장주,244.16,-5.4,23.64,71.3,0.83,4.8,False
클라우드 SaaS,S,조정기,43.1,-6.74,1.36,5,MSFT,대장주,491.65,-1.87,-2.23,55.0,0.82,4.0,False
방위산업,B,소멸,14.8,-2.67,1.07,3,RTX,대장주,197.55,-3.71,-11.46,13.5,0.89,3.7,False
방위산업,B,소멸,14.8,-2.67,1.07,3,LMT,대장주,524.46,-3.68,-11.72,21.0,1.15,3.1,False
방위산업,B,소멸,14.8,-2.67,1.07,3,GD,후발주,352.67,-4.53,-10.01,13.4,1.34,2.9,False
원자력 에너지,A,태동기,57.6,6.21,0.79,4,CEG,대장주,293.9,4.85,5.75,67.1,1.19,7.8,False
원자력 에너지,A,태동기,57.6,6.21,0.79,4,VST,대장주,151.1,9.43,4.26,64.2,1.2,7.3,False
원자력 에너지,A,태동기,57.6,6.21,0.79,4,UEC,후발주,11.6,0.09,1.22,49.8,0.9,2.8,False
사이버보안,B,조정기,48.1,-0.8,0.84,3,CRWD,대장주,207.8,-3.38,-6.35,52.4,0.9,3.3,False
사이버보안,B,조정기,48.1,-0.8,0.84,3,FTNT,후발주,157.22,-2.86,-2.88,53.7,0.85,3.2,False
사이버보안,B,조정기,48.1,-0.8,0.84,3,PANW,대장주,335.1,-7.45,-12.69,42.6,1.19,3.1,False
바이오헬스케어,B,조정기,33.4,-2.46,0.79,3,MRNA,후발주,135.61,-12.1,123.89,35.6,0.38,5.1,False
바이오헬스케어,B,조정기,33.4,-2.46,0.79,3,REGN,대장주,807.65,-1.96,1.45,40.5,0.92,4.0,False
바이오헬스케어,B,조정기,33.4,-2.46,0.79,3,LLY,대장주,1124.21,-3.09,-7.34,7.9,0.94,3.7,False
로봇 자동화,C,소멸,37.9,0.23,0.52,1,TER,대장주,383.69,14.42,1.13,51.7,0.91,7.5,False
로봇 자동화,C,소멸,37.9,0.23,0.52,1,ISRG,대장주,353.24,-4.34,-11.96,23.6,1.04,3.6,False
에너지 원유,B,태동기,61.6,0.83,1.03,2,CVX,대장주,213.81,1.31,9.67,64.9,0.94,7.0,False
에너지 원유,B,태동기,61.6,0.83,1.03,2,SLB,후발주,57.05,0.34,6.83,64.1,0.99,5.2,False
에너지 원유,B,태동기,61.6,0.83,1.03,2,XOM,대장주,164.23,-0.19,3.44,49.1,0.98,4.4,False
금융,B,태동기,46.7,-0.24,1.09,2,GS,대장주,1028.78,2.62,-0.06,53.4,0.93,5.2,False
금융,B,태동기,46.7,-0.24,1.09,2,BAC,후발주,62.67,1.61,-1.58,48.7,0.99,4.1,False
금융,B,태동기,46.7,-0.24,1.09,2,JPM,대장주,354.71,-0.07,-2.02,46.5,0.99,4.0,False
금 귀금속,B,태동기,53.3,5.07,0.8,4,GOLD,대장주,49.33,14.3,13.56,60.8,1.93,8.6,False
금 귀금속,B,태동기,53.3,5.07,0.8,4,NEM,대장주,128.71,5.18,10.04,55.3,0.89,7.3,False
금 귀금속,B,태동기,53.3,5.07,0.8,4,AG,후발주,21.18,6.65,11.8,52.5,0.89,6.6,False
