theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,태동기,59.2,1.2,1.07,3,AMD,대장주,559.82,8.46,19.25,73.1,1.31,8.2,False
AI 반도체,B,태동기,59.2,1.2,1.07,3,NVDA,대장주,222.27,1.82,2.61,55.0,0.89,5.7,False
AI 반도체,B,태동기,59.2,1.2,1.07,3,AMAT,후발주,444.57,-2.61,-10.41,44.5,1.24,3.3,False
클라우드 SaaS,S,조정기,37.2,3.76,0.83,5,MSFT,대장주,493.78,-0.37,2.62,38.9,1.09,3.8,False
클라우드 SaaS,S,조정기,37.2,3.76,0.83,5,CRM,대장주,237.92,-3.79,16.02,37.3,0.86,3.7,False
클라우드 SaaS,S,조정기,37.2,3.76,0.83,5,SNOW,후발주,332.43,1.05,3.47,51.6,0.76,3.7,False
방위산업,A,소멸,16.4,-2.25,1.37,4,RTX,대장주,194.0,-1.86,-8.62,15.2,1.25,3.8,False
방위산업,A,소멸,16.4,-2.25,1.37,4,LMT,대장주,533.38,1.75,-6.09,35.1,1.21,3.3,False
방위산업,A,소멸,16.4,-2.25,1.37,4,GD,후발주,353.05,-0.8,-8.55,20.5,1.25,3.1,False
원자력 에너지,B,소멸,34.0,-4.88,1.18,2,CEG,대장주,254.71,-10.55,-6.67,37.4,1.37,3.6,False
원자력 에너지,B,소멸,34.0,-4.88,1.18,2,VST,대장주,140.67,-5.2,1.25,54.9,1.07,3.4,False
원자력 에너지,B,소멸,34.0,-4.88,1.18,2,UEC,후발주,9.81,-6.12,-12.02,12.9,1.07,2.2,False
사이버보안,S,가속기,55.4,7.98,1.62,7,CRWD,대장주,237.65,14.95,24.86,58.6,1.35,7.4,True
사이버보안,S,가속기,55.4,7.98,1.62,7,FTNT,후발주,169.84,8.82,12.63,53.9,1.38,7.2,True
사이버보안,S,가속기,55.4,7.98,1.62,7,PANW,대장주,363.58,9.96,4.01,47.2,1.25,7.0,True
바이오헬스케어,B,조정기,37.6,0.33,1.13,3,MRNA,후발주,154.04,6.99,15.54,61.9,0.61,6.0,False
바이오헬스케어,B,조정기,37.6,0.33,1.13,3,LLY,대장주,1152.93,3.34,-7.35,39.9,1.0,4.6,False
바이오헬스케어,B,조정기,37.6,0.33,1.13,3,REGN,대장주,784.85,0.43,-5.06,47.4,1.34,4.4,False
로봇 자동화,C,소멸,40.2,-0.77,1.12,1,ISRG,대장주,393.33,6.55,5.03,62.8,1.19,7.8,False
로봇 자동화,C,소멸,40.2,-0.77,1.12,1,TER,대장주,371.47,-2.17,-3.01,54.4,1.35,4.4,False
에너지 원유,B,태동기,58.3,-1.27,1.29,2,CVX,대장주,209.51,-2.13,1.82,60.5,1.67,4.8,False
에너지 원유,B,태동기,58.3,-1.27,1.29,2,XOM,대장주,163.54,-1.48,-1.57,61.0,1.19,4.4,False
에너지 원유,B,태동기,58.3,-1.27,1.29,2,SLB,후발주,51.12,-8.81,-4.04,31.6,1.11,2.7,False
금융,C,소멸,30.4,-2.43,1.21,1,JPM,대장주,349.67,-1.84,-0.53,39.0,1.64,4.2,False
금융,C,소멸,30.4,-2.43,1.21,1,GS,대장주,942.0,-8.47,-5.52,28.8,1.48,2.9,False
금융,C,소멸,30.4,-2.43,1.21,1,BAC,후발주,57.73,-7.91,-6.2,23.1,1.41,2.7,False
금 귀금속,B,소멸,42.6,-1.67,0.92,2,GOLD,대장주,45.46,-3.3,2.13,52.4,0.99,3.9,False
금 귀금속,B,소멸,42.6,-1.67,0.92,2,NEM,대장주,123.41,-2.68,-3.11,43.4,1.09,3.9,False
금 귀금속,B,소멸,42.6,-1.67,0.92,2,AG,후발주,19.84,1.43,-6.37,44.1,0.96,3.4,False
