theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,소멸,44.1,-5.59,0.97,2,AMD,대장주,504.2,-0.3,-0.36,57.6,1.11,4.4,False
AI 반도체,B,소멸,44.1,-5.59,0.97,2,NVDA,대장주,212.17,-5.9,-5.6,49.6,0.76,3.8,False
AI 반도체,B,소멸,44.1,-5.59,0.97,2,AMAT,후발주,421.17,-10.92,-21.24,29.4,0.86,2.7,False
클라우드 SaaS,S,태동기,55.2,4.18,1.15,5,CRM,대장주,255.65,2.62,33.87,74.3,0.67,7.3,False
클라우드 SaaS,S,태동기,55.2,4.18,1.15,5,MSFT,대장주,497.12,0.64,3.69,52.9,0.82,4.9,False
클라우드 SaaS,S,태동기,55.2,4.18,1.15,5,SNOW,후발주,322.98,-3.73,-2.16,52.2,0.77,2.5,False
방위산업,A,소멸,17.3,-4.26,1.34,4,RTX,대장주,195.5,-1.66,-11.79,17.2,0.89,3.8,False
방위산업,A,소멸,17.3,-4.26,1.34,4,LMT,대장주,533.46,-0.5,-9.6,39.4,1.03,3.2,False
방위산업,A,소멸,17.3,-4.26,1.34,4,GD,후발주,358.6,0.57,-8.32,29.7,1.05,3.1,False
원자력 에너지,B,소멸,27.0,-12.34,1.04,2,CEG,대장주,259.89,-13.09,-6.44,39.1,1.0,3.5,False
원자력 에너지,B,소멸,27.0,-12.34,1.04,2,VST,대장주,141.53,-6.72,-3.13,53.8,1.0,3.2,False
원자력 에너지,B,소멸,27.0,-12.34,1.04,2,UEC,후발주,10.18,-14.38,-8.86,18.4,0.94,2.1,False
사이버보안,A,조정기,66.2,9.45,1.25,5,CRWD,대장주,242.49,15.46,13.37,69.0,1.05,7.3,False
사이버보안,A,조정기,66.2,9.45,1.25,5,PANW,대장주,375.09,11.31,-0.18,59.5,0.99,7.0,False
사이버보안,A,조정기,66.2,9.45,1.25,5,FTNT,후발주,172.37,9.46,10.6,63.1,0.89,6.9,False
바이오헬스케어,A,소멸,18.4,-4.88,0.96,4,MRNA,후발주,143.77,2.45,123.04,39.2,0.29,5.4,False
바이오헬스케어,A,소멸,18.4,-4.88,0.96,4,LLY,대장주,1136.11,1.09,-3.98,17.5,0.8,3.9,False
바이오헬스케어,A,소멸,18.4,-4.88,0.96,4,REGN,대장주,774.11,-4.47,-3.84,35.1,0.87,3.6,False
로봇 자동화,B,소멸,34.9,-3.01,0.59,2,ISRG,대장주,377.16,7.71,-3.37,53.5,1.19,7.7,False
로봇 자동화,B,소멸,34.9,-3.01,0.59,2,TER,대장주,332.85,-10.54,-24.86,40.7,1.15,3.5,False
에너지 원유,B,조정기,73.6,1.79,1.22,3,CVX,대장주,217.77,3.8,8.37,78.8,1.1,7.7,False
에너지 원유,B,조정기,73.6,1.79,1.22,3,XOM,대장주,169.32,5.39,4.87,64.9,0.96,7.6,False
에너지 원유,B,조정기,73.6,1.79,1.22,3,SLB,후발주,54.2,-5.08,1.15,53.5,1.0,3.1,False
금융,B,조정기,36.4,-0.79,1.06,2,JPM,대장주,352.49,-0.29,-2.35,44.4,1.25,4.2,False
금융,B,조정기,36.4,-0.79,1.06,2,GS,대장주,976.67,-5.78,-6.64,27.2,1.0,3.0,False
금융,B,조정기,36.4,-0.79,1.06,2,BAC,후발주,59.52,-4.6,-6.36,33.8,1.25,2.9,False
금 귀금속,B,조정기,32.1,-4.35,0.73,3,GOLD,대장주,47.8,0.7,5.31,52.1,0.99,5.4,False
금 귀금속,B,조정기,32.1,-4.35,0.73,3,NEM,대장주,124.19,-2.28,3.42,34.7,0.79,3.7,False
금 귀금속,B,조정기,32.1,-4.35,0.73,3,AG,후발주,18.64,-10.17,-4.75,33.8,0.89,2.7,False
