theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,C,소멸,40.5,0.96,0.94,1,NVDA,대장주,220.78,5.9,6.84,52.5,1.44,7.8,False
AI 반도체,C,소멸,40.5,0.96,0.94,1,AMD,대장주,470.72,3.06,-2.87,48.8,0.71,5.3,False
AI 반도체,C,소멸,40.5,0.96,0.94,1,AMAT,후발주,458.39,-5.33,-11.45,30.9,0.81,2.8,False
클라우드 SaaS,S,태동기,64.4,6.78,1.0,5,CRM,대장주,257.54,23.19,38.5,80.8,1.73,8.8,False
클라우드 SaaS,S,태동기,64.4,6.78,1.0,5,MSFT,대장주,507.29,4.1,4.22,52.9,0.94,7.3,False
클라우드 SaaS,S,태동기,64.4,6.78,1.0,5,SNOW,후발주,331.43,2.68,7.77,48.1,0.94,5.5,False
방위산업,B,소멸,19.4,-2.16,1.06,3,RTX,대장주,207.73,-0.71,-3.8,28.2,0.86,3.8,False
방위산업,B,소멸,19.4,-2.16,1.06,3,LMT,대장주,561.23,-0.52,-4.27,35.1,0.92,3.2,False
방위산업,B,소멸,19.4,-2.16,1.06,3,GD,후발주,371.35,-3.24,-2.9,27.9,1.05,2.9,False
원자력 에너지,C,소멸,48.5,-0.42,1.27,1,UEC,후발주,12.24,-2.16,22.77,56.2,1.19,5.4,False
원자력 에너지,C,소멸,48.5,-0.42,1.27,1,CEG,대장주,274.77,0.49,0.54,46.5,0.81,4.2,False
원자력 에너지,C,소멸,48.5,-0.42,1.27,1,VST,대장주,137.37,1.26,-11.91,36.6,0.77,3.3,False
사이버보안,A,태동기,47.4,6.75,1.11,5,CRWD,대장주,231.0,21.15,14.05,54.1,1.65,7.6,False
사이버보안,A,태동기,47.4,6.75,1.11,5,PANW,대장주,382.13,8.9,10.08,49.4,1.11,6.9,False
사이버보안,A,태동기,47.4,6.75,1.11,5,FTNT,후발주,170.93,12.46,4.73,57.4,1.1,6.9,False
바이오헬스케어,B,태동기,55.8,-1.02,0.96,3,MRNA,후발주,140.34,1.04,154.52,68.2,0.91,6.0,False
바이오헬스케어,B,태동기,55.8,-1.02,0.96,3,REGN,대장주,799.08,-3.55,5.37,51.2,0.91,3.9,False
바이오헬스케어,B,태동기,55.8,-1.02,0.96,3,LLY,대장주,1156.73,-7.23,3.3,40.2,0.93,3.7,False
로봇 자동화,C,소멸,33.0,0.59,1.21,1,ISRG,대장주,376.86,0.88,0.39,31.9,0.71,3.9,False
로봇 자동화,C,소멸,33.0,0.59,1.21,1,TER,대장주,349.83,-4.13,-4.37,42.0,0.82,3.8,False
에너지 원유,B,조정기,72.0,1.35,0.99,2,SLB,후발주,60.1,11.3,21.88,75.9,1.57,7.8,False
에너지 원유,B,조정기,72.0,1.35,0.99,2,CVX,대장주,206.14,1.5,7.64,73.4,1.01,7.4,False
에너지 원유,B,조정기,72.0,1.35,0.99,2,XOM,대장주,160.95,-1.89,4.47,54.3,1.07,4.1,False
금융,B,태동기,49.0,-0.88,0.88,2,JPM,대장주,356.02,-0.1,0.96,41.1,0.96,4.0,False
금융,B,태동기,49.0,-0.88,0.88,2,GS,대장주,1025.9,-1.0,-0.11,47.5,0.89,3.4,False
금융,B,태동기,49.0,-0.88,0.88,2,BAC,후발주,61.94,-0.63,-0.86,38.5,1.19,3.1,False
금 귀금속,B,태동기,61.6,-4.86,0.93,3,NEM,대장주,126.06,-4.38,32.18,60.0,1.17,6.8,False
금 귀금속,B,태동기,61.6,-4.86,0.93,3,AG,후발주,20.59,-1.15,31.25,60.1,0.89,6.3,False
금 귀금속,B,태동기,61.6,-4.86,0.93,3,GOLD,대장주,44.97,-1.81,6.74,54.8,0.99,4.1,False
