theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,40.0,-10.2,0.96,4,NVDA,대장주,196.93,1.01,-3.98,33.5,0.92,3.9,False
AI 반도체,S,조정기,40.0,-10.2,0.96,4,AMD,대장주,516.11,-4.33,10.66,45.3,0.96,3.2,False
AI 반도체,S,조정기,40.0,-10.2,0.96,4,AMAT,후발주,554.5,-20.17,22.4,47.1,1.04,2.7,False
클라우드 SaaS,B,조정기,71.3,9.16,0.66,3,CRM,대장주,169.52,7.34,-8.46,55.6,0.74,7.4,False
클라우드 SaaS,B,조정기,71.3,9.16,0.66,3,MSFT,대장주,388.84,5.5,-6.68,45.2,0.81,6.3,False
클라우드 SaaS,B,조정기,71.3,9.16,0.66,3,SNOW,후발주,262.74,4.41,10.27,67.9,0.78,6.1,False
방위산업,B,태동기,61.1,2.5,1.02,2,RTX,대장주,200.85,7.22,10.97,69.7,0.88,7.7,False
방위산업,B,태동기,61.1,2.5,1.02,2,LMT,대장주,535.38,6.63,2.22,51.7,0.81,6.8,False
방위산업,B,태동기,61.1,2.5,1.02,2,GD,후발주,374.64,8.11,8.62,61.2,0.79,6.7,False
원자력 에너지,B,소멸,18.9,-5.28,0.92,2,CEG,대장주,239.71,-7.56,-5.93,34.0,1.22,3.5,False
원자력 에너지,B,소멸,18.9,-5.28,0.92,2,VST,대장주,155.73,-4.1,4.83,52.5,0.9,3.2,False
원자력 에너지,B,소멸,18.9,-5.28,0.92,2,UEC,후발주,9.9,-8.59,-21.74,26.4,0.53,2.1,False
사이버보안,S,과열기,80.6,7.01,1.38,7,CRWD,대장주,194.62,4.79,16.01,73.1,0.92,7.1,False
사이버보안,S,과열기,80.6,7.01,1.38,7,PANW,대장주,337.04,1.52,23.89,71.0,1.1,7.0,False
사이버보안,S,과열기,80.6,7.01,1.38,7,FTNT,후발주,158.67,2.09,9.67,61.0,0.8,6.3,False
바이오헬스케어,A,과열기,91.5,3.51,0.85,5,REGN,대장주,676.23,7.03,6.42,78.0,0.86,7.6,False
바이오헬스케어,A,과열기,91.5,3.51,0.85,5,MRNA,후발주,79.77,14.45,68.15,81.8,1.21,6.9,False
바이오헬스케어,A,과열기,91.5,3.51,0.85,5,LLY,대장주,1235.56,0.46,9.2,69.5,0.9,6.5,False
로봇 자동화,C,소멸,43.1,-1.77,0.99,1,ISRG,대장주,427.3,5.25,1.24,56.5,1.05,7.5,False
로봇 자동화,C,소멸,43.1,-1.77,0.99,1,TER,대장주,343.11,-25.93,-4.14,39.0,0.92,3.5,False
에너지 원유,C,소멸,46.6,1.98,0.91,0,XOM,대장주,141.69,4.14,-5.49,52.0,0.91,5.3,False
에너지 원유,C,소멸,46.6,1.98,0.91,0,CVX,대장주,174.01,3.29,-7.1,39.9,1.13,4.1,False
에너지 원유,C,소멸,46.6,1.98,0.91,0,SLB,후발주,46.42,0.09,-15.4,19.1,0.73,3.1,False
금융,B,조정기,74.4,4.34,0.99,4,JPM,대장주,339.22,3.45,9.08,69.2,0.93,7.5,False
금융,B,조정기,74.4,4.34,0.99,4,BAC,후발주,59.86,3.42,11.2,74.5,0.94,6.9,False
금융,B,조정기,74.4,4.34,0.99,4,GS,대장주,1042.98,2.23,0.41,41.2,0.82,4.5,False
금 귀금속,C,소멸,31.4,0.11,0.79,0,GOLD,대장주,43.35,5.45,9.41,48.2,0.9,7.3,False
금 귀금속,C,소멸,31.4,0.11,0.79,0,NEM,대장주,95.06,0.58,-4.66,32.1,0.82,3.9,False
금 귀금속,C,소멸,31.4,0.11,0.79,0,AG,후발주,16.45,-2.14,-3.18,32.9,0.77,3.0,False
