theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,C,소멸,43.0,-0.82,0.75,1,AMD,대장주,480.93,3.11,11.96,47.4,0.66,7.2,False
AI 반도체,C,소멸,43.0,-0.82,0.75,1,NVDA,대장주,209.66,-3.63,10.34,39.4,1.03,3.7,False
AI 반도체,C,소멸,43.0,-0.82,0.75,1,AMAT,후발주,479.76,-3.2,10.04,36.9,0.84,2.9,False
클라우드 SaaS,B,태동기,63.0,-1.06,0.83,2,MSFT,대장주,496.37,2.68,27.34,47.9,0.58,7.2,False
클라우드 SaaS,B,태동기,63.0,-1.06,0.83,2,CRM,대장주,205.62,-0.23,9.15,66.7,0.93,6.0,False
클라우드 SaaS,B,태동기,63.0,-1.06,0.83,2,SNOW,후발주,315.37,-2.97,11.48,48.2,0.78,2.6,False
방위산업,A,조정기,29.0,-3.97,1.11,4,RTX,대장주,211.99,-3.79,-1.19,33.8,0.99,3.7,False
방위산업,A,조정기,29.0,-3.97,1.11,4,LMT,대장주,565.62,-3.99,-0.63,44.0,1.1,3.3,False
방위산업,A,조정기,29.0,-3.97,1.11,4,GD,후발주,382.02,-2.63,0.28,45.0,0.99,3.2,False
원자력 에너지,B,조정기,66.0,5.09,1.0,3,CEG,대장주,279.52,1.95,8.53,68.1,0.84,7.2,False
원자력 에너지,B,조정기,66.0,5.09,1.0,3,UEC,후발주,13.13,12.9,45.24,73.0,1.31,6.9,False
원자력 에너지,B,조정기,66.0,5.09,1.0,3,VST,대장주,140.03,-1.87,-1.95,47.8,0.91,3.4,False
사이버보안,B,조정기,43.7,-2.39,0.9,3,FTNT,후발주,157.54,3.07,2.82,46.9,0.8,5.4,False
사이버보안,B,조정기,43.7,-2.39,0.9,3,PANW,대장주,339.31,-5.68,8.01,41.0,0.9,3.2,False
사이버보안,B,조정기,43.7,-2.39,0.9,3,CRWD,대장주,189.18,-6.17,5.46,37.4,1.15,2.9,False
바이오헬스케어,B,조정기,69.4,-0.68,1.24,3,MRNA,후발주,149.66,-14.18,174.66,72.5,2.04,6.6,False
바이오헬스케어,B,조정기,69.4,-0.68,1.24,3,REGN,대장주,814.79,-3.1,17.3,64.8,0.81,5.0,False
바이오헬스케어,B,조정기,69.4,-0.68,1.24,3,LLY,대장주,1189.41,-7.1,-1.56,49.9,0.83,3.7,False
로봇 자동화,C,소멸,41.1,-0.66,1.1,1,TER,대장주,363.1,-4.36,13.68,44.2,0.71,3.8,False
로봇 자동화,C,소멸,41.1,-0.66,1.1,1,ISRG,대장주,370.42,-6.86,4.91,48.0,0.82,3.7,False
에너지 원유,B,조정기,73.3,-1.81,0.98,2,SLB,후발주,53.6,0.09,9.48,60.3,1.02,5.3,False
에너지 원유,B,조정기,73.3,-1.81,0.98,2,CVX,대장주,200.21,-2.7,5.26,71.2,0.91,4.2,False
에너지 원유,B,조정기,73.3,-1.81,0.98,2,XOM,대장주,158.19,-3.99,1.57,57.8,1.0,4.0,False
금융,B,태동기,55.4,1.36,0.94,3,GS,대장주,1040.46,1.84,6.09,52.4,1.1,5.9,False
금융,B,태동기,55.4,1.36,0.94,3,JPM,대장주,356.5,-0.21,3.42,50.3,1.01,4.5,False
금융,B,태동기,55.4,1.36,0.94,3,BAC,후발주,62.23,-1.49,1.9,44.8,1.07,3.2,False
금 귀금속,B,조정기,75.2,5.23,1.08,4,NEM,대장주,131.6,5.21,44.08,76.5,1.11,7.7,False
금 귀금속,B,조정기,75.2,5.23,1.08,4,GOLD,대장주,45.49,-0.09,13.3,60.9,1.15,6.8,False
금 귀금속,B,조정기,75.2,5.23,1.08,4,AG,후발주,20.99,0.67,38.02,73.6,0.91,6.7,False
