theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,65.7,-0.08,1.29,4,AMAT,후발주,492.17,7.42,13.17,69.5,1.13,7.2,False
AI 반도체,S,조정기,65.7,-0.08,1.29,4,NVDA,대장주,208.64,-6.9,-2.94,39.6,0.99,3.5,False
AI 반도체,S,조정기,65.7,-0.08,1.29,4,AMD,대장주,490.33,-3.88,7.72,62.9,0.95,3.5,False
클라우드 SaaS,B,태동기,58.9,-11.48,0.93,2,MSFT,대장주,411.74,-10.59,-0.6,45.3,0.92,3.5,False
클라우드 SaaS,B,태동기,58.9,-11.48,0.93,2,CRM,대장주,182.55,-12.91,0.4,52.1,0.93,3.5,False
클라우드 SaaS,B,태동기,58.9,-11.48,0.93,2,SNOW,후발주,240.45,-14.17,57.72,71.3,0.83,3.0,False
방위산업,C,소멸,58.6,-1.15,1.08,1,RTX,대장주,178.66,2.44,1.88,55.7,0.87,6.0,False
방위산업,C,소멸,58.6,-1.15,1.08,1,LMT,대장주,520.07,0.69,3.35,46.1,0.8,4.1,False
방위산업,C,소멸,58.6,-1.15,1.08,1,GD,후발주,340.86,0.49,-1.64,47.5,1.04,3.3,False
원자력 에너지,B,소멸,44.6,-6.55,1.09,2,CEG,대장주,250.67,-5.66,-17.31,44.8,1.07,3.8,False
원자력 에너지,B,소멸,44.6,-6.55,1.09,2,VST,대장주,146.9,-5.08,-0.56,59.0,0.7,3.2,False
원자력 에너지,B,소멸,44.6,-6.55,1.09,2,UEC,후발주,12.61,-7.21,-16.82,46.5,1.16,2.4,False
사이버보안,A,태동기,59.1,-7.83,1.19,4,FTNT,후발주,143.04,-2.79,25.4,67.3,1.06,6.3,False
사이버보안,A,태동기,59.1,-7.83,1.19,4,CRWD,대장주,658.79,-15.77,24.83,55.8,1.32,3.3,False
사이버보안,A,태동기,59.1,-7.83,1.19,4,PANW,대장주,266.33,-11.37,28.12,57.4,1.2,3.2,False
바이오헬스케어,A,소멸,51.2,-3.88,1.1,4,LLY,대장주,1149.15,6.19,21.37,77.6,1.09,7.8,False
바이오헬스케어,A,소멸,51.2,-3.88,1.1,4,REGN,대장주,611.34,1.78,-14.36,43.3,0.85,4.1,False
바이오헬스케어,A,소멸,51.2,-3.88,1.1,4,MRNA,후발주,47.6,3.34,-12.42,48.7,0.86,2.9,False
로봇 자동화,A,조정기,50.2,-5.85,1.07,4,TER,대장주,374.69,1.41,4.19,62.8,1.04,6.3,False
로봇 자동화,A,조정기,50.2,-5.85,1.07,4,ISRG,대장주,418.61,1.54,-6.99,38.3,1.09,3.9,False
에너지 원유,C,소멸,39.4,1.8,0.8,0,SLB,후발주,56.55,3.83,6.71,48.9,0.9,6.5,False
에너지 원유,C,소멸,39.4,1.8,0.8,0,CVX,대장주,189.24,1.84,5.15,41.9,0.69,4.9,False
에너지 원유,C,소멸,39.4,1.8,0.8,0,XOM,대장주,151.75,1.59,5.68,35.9,0.81,4.5,False
금융,B,태동기,52.3,1.05,1.16,2,JPM,대장주,311.11,4.9,2.98,60.7,0.95,7.5,False
금융,B,태동기,52.3,1.05,1.16,2,BAC,후발주,53.63,4.66,5.06,73.2,1.07,7.1,False
금융,B,태동기,52.3,1.05,1.16,2,GS,대장주,1045.0,-0.34,12.08,67.3,1.09,6.1,False
금 귀금속,C,소멸,37.6,-9.24,1.07,1,GOLD,대장주,40.46,2.22,-10.41,53.6,0.89,4.2,False
금 귀금속,C,소멸,37.6,-9.24,1.07,1,NEM,대장주,98.99,-8.5,-14.84,34.6,0.99,3.5,False
금 귀금속,C,소멸,37.6,-9.24,1.07,1,AG,후발주,17.17,-17.57,-21.38,37.3,0.85,2.7,False
