theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,60.6,6.19,0.9,5,AMAT,후발주,723.0,23.4,57.8,74.6,1.36,7.6,False
AI 반도체,S,태동기,60.6,6.19,0.9,5,AMD,대장주,580.91,11.75,13.87,66.6,1.04,7.2,False
AI 반도체,S,태동기,60.6,6.19,0.9,5,NVDA,대장주,200.09,0.02,-10.71,43.2,0.99,4.1,False
클라우드 SaaS,B,조정기,56.6,9.44,1.08,3,SNOW,후발주,254.5,10.46,-9.16,61.0,1.21,6.5,False
클라우드 SaaS,B,조정기,56.6,9.44,1.08,3,MSFT,대장주,373.02,-0.25,-19.0,36.5,1.63,4.2,False
클라우드 SaaS,B,조정기,56.6,9.44,1.08,3,CRM,대장주,156.66,2.11,-25.06,27.9,0.8,4.0,False
방위산업,B,태동기,63.9,2.75,0.84,2,RTX,대장주,189.73,1.79,8.78,59.4,0.87,6.8,False
방위산업,B,태동기,63.9,2.75,0.84,2,GD,후발주,354.24,1.11,4.43,55.9,0.95,4.9,False
방위산업,B,태동기,63.9,2.75,0.84,2,LMT,대장주,509.46,1.15,-1.36,42.9,1.24,4.1,False
원자력 에너지,B,소멸,44.2,-5.25,0.78,3,CEG,대장주,248.37,-8.1,-6.52,47.7,0.89,3.6,False
원자력 에너지,B,소멸,44.2,-5.25,0.78,3,VST,대장주,158.63,-2.32,2.64,61.3,0.88,3.4,False
원자력 에너지,B,소멸,44.2,-5.25,0.78,3,UEC,후발주,10.66,-6.0,-21.56,50.1,0.76,2.4,False
사이버보안,S,조정기,75.4,9.35,1.36,7,PANW,대장주,341.02,17.22,13.49,88.8,0.96,7.6,False
사이버보안,S,조정기,75.4,9.35,1.36,7,CRWD,대장주,763.14,12.07,-2.43,80.0,0.9,7.3,False
사이버보안,S,조정기,75.4,9.35,1.36,7,FTNT,후발주,153.62,3.8,4.4,71.8,0.96,6.9,False
바이오헬스케어,A,과열기,89.4,7.63,1.12,5,LLY,대장주,1199.43,8.34,10.83,60.6,1.15,7.8,False
바이오헬스케어,A,과열기,89.4,7.63,1.12,5,MRNA,후발주,70.03,14.8,52.04,79.7,1.16,6.9,False
바이오헬스케어,A,과열기,89.4,7.63,1.12,5,REGN,대장주,623.54,0.89,3.81,54.9,0.79,5.2,False
로봇 자동화,A,조정기,55.6,3.45,0.7,5,TER,대장주,483.84,15.17,30.96,66.4,1.16,7.9,False
로봇 자동화,A,조정기,55.6,3.45,0.7,5,ISRG,대장주,397.68,-1.36,-3.54,27.7,1.04,3.8,False
에너지 원유,C,소멸,29.9,-2.48,0.84,0,XOM,대장주,136.72,-2.15,-8.48,25.4,1.0,3.1,False
에너지 원유,C,소멸,29.9,-2.48,0.84,0,CVX,대장주,165.76,-5.81,-10.8,21.0,1.12,3.0,False
에너지 원유,C,소멸,29.9,-2.48,0.84,0,SLB,후발주,46.49,-2.72,-14.64,12.7,0.99,3.0,False
금융,B,조정기,65.1,-0.5,0.78,2,JPM,대장주,327.33,-2.04,10.37,62.5,0.98,4.9,False
금융,B,조정기,65.1,-0.5,0.78,2,BAC,후발주,56.98,-1.61,11.19,68.5,0.92,4.7,False
금융,B,조정기,65.1,-0.5,0.78,2,GS,대장주,1011.37,-7.59,-3.55,45.6,1.0,3.1,False
금 귀금속,C,소멸,46.8,-2.85,0.89,1,GOLD,대장주,41.61,-1.82,5.13,48.7,1.03,4.0,False
금 귀금속,C,소멸,46.8,-2.85,0.89,1,NEM,대장주,93.4,-4.54,-13.67,43.7,1.01,3.8,False
금 귀금속,C,소멸,46.8,-2.85,0.89,1,AG,후발주,16.96,2.79,-18.58,52.3,0.83,3.4,False
