theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,소멸,30.8,-2.67,1.0,3,NVDA,대장주,217.44,2.06,2.6,44.6,1.43,6.3,False
AI 반도체,B,소멸,30.8,-2.67,1.0,3,AMD,대장주,459.61,-4.08,-11.37,42.6,0.74,3.8,False
AI 반도체,B,소멸,30.8,-2.67,1.0,3,AMAT,후발주,441.85,-8.74,-14.64,28.2,0.82,2.7,False
클라우드 SaaS,S,태동기,58.7,4.64,1.02,5,CRM,대장주,258.11,25.48,35.14,84.5,1.77,8.9,False
클라우드 SaaS,S,태동기,58.7,4.64,1.02,5,MSFT,대장주,501.02,1.89,1.86,56.6,1.0,5.9,False
클라우드 SaaS,S,태동기,58.7,4.64,1.02,5,SNOW,후발주,319.8,0.88,0.96,42.4,0.94,3.1,False
방위산업,A,소멸,18.1,-3.4,1.15,4,RTX,대장주,205.16,-1.94,-4.99,26.3,0.88,3.8,False
방위산업,A,소멸,18.1,-3.4,1.15,4,LMT,대장주,544.5,-3.48,-7.13,30.9,0.99,3.1,False
방위산업,A,소멸,18.1,-3.4,1.15,4,GD,후발주,369.41,-3.74,-3.4,26.7,1.17,2.9,False
원자력 에너지,B,태동기,45.0,-2.5,1.18,3,CEG,대장주,280.31,2.52,2.57,52.3,0.85,6.0,False
원자력 에너지,B,태동기,45.0,-2.5,1.18,3,VST,대장주,138.08,-0.68,-3.6,34.2,0.85,3.2,False
원자력 에너지,B,태동기,45.0,-2.5,1.18,3,UEC,후발주,11.59,-12.66,10.38,51.7,1.16,2.3,False
사이버보안,A,조정기,40.8,2.08,1.1,4,CRWD,대장주,215.07,16.02,1.82,47.4,1.71,7.5,False
사이버보안,A,조정기,40.8,2.08,1.1,4,FTNT,후발주,161.85,6.49,-0.83,50.0,1.11,6.7,False
사이버보안,A,조정기,40.8,2.08,1.1,4,PANW,대장주,362.09,3.19,4.31,42.8,1.19,6.2,False
바이오헬스케어,B,태동기,56.8,-0.47,0.94,3,MRNA,후발주,154.27,-2.87,170.7,69.6,0.73,5.7,False
바이오헬스케어,B,태동기,56.8,-0.47,0.94,3,REGN,대장주,823.82,-0.56,8.63,59.8,0.95,5.4,False
바이오헬스케어,B,태동기,56.8,-0.47,0.94,3,LLY,대장주,1160.0,-6.97,3.59,40.9,0.93,3.7,False
로봇 자동화,C,소멸,28.7,-1.38,1.22,1,ISRG,대장주,369.25,-1.16,-1.64,28.7,0.71,3.8,False
로봇 자동화,C,소멸,28.7,-1.38,1.22,1,TER,대장주,335.46,-8.45,-16.87,30.9,0.92,3.5,False
에너지 원유,B,조정기,74.6,4.37,1.05,4,CVX,대장주,211.05,5.58,11.81,78.0,1.03,7.7,False
에너지 원유,B,조정기,74.6,4.37,1.05,4,SLB,후발주,57.15,5.83,15.9,61.3,1.58,7.4,False
에너지 원유,B,조정기,74.6,4.37,1.05,4,XOM,대장주,164.55,0.3,6.81,59.9,1.07,5.9,False
금융,B,조정기,42.9,-1.9,0.94,2,JPM,대장주,354.95,-0.4,0.66,38.9,1.0,3.8,False
금융,B,조정기,42.9,-1.9,0.94,2,GS,대장주,1002.56,-3.25,-2.39,41.7,0.95,3.3,False
금융,B,조정기,42.9,-1.9,0.94,2,BAC,후발주,61.99,-0.55,-0.78,37.8,1.15,3.1,False
금 귀금속,B,태동기,54.7,-10.28,0.95,3,NEM,대장주,122.63,-6.99,28.58,55.7,1.16,4.4,False
금 귀금속,B,태동기,54.7,-10.28,0.95,3,GOLD,대장주,43.16,-5.76,2.44,49.2,1.09,3.8,False
금 귀금속,B,태동기,54.7,-10.28,0.95,3,AG,후발주,19.86,-6.5,20.53,54.1,0.98,3.0,False
