theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,조정기,44.4,4.28,0.79,3,NVDA,대장주,217.55,5.28,6.89,57.5,0.98,7.4,False
AI 반도체,B,조정기,44.4,4.28,0.79,3,AMD,대장주,469.56,-3.11,-12.13,37.6,1.13,3.7,False
AI 반도체,B,조정기,44.4,4.28,0.79,3,AMAT,후발주,522.12,0.75,-9.26,43.0,0.79,3.3,False
클라우드 SaaS,S,조정기,73.9,9.49,0.8,5,MSFT,대장주,506.06,3.78,29.43,84.5,0.9,7.6,False
클라우드 SaaS,S,조정기,73.9,9.49,0.8,5,CRM,대장주,197.51,6.22,15.35,66.8,0.81,7.5,False
클라우드 SaaS,S,조정기,73.9,9.49,0.8,5,SNOW,후발주,334.7,8.83,24.59,84.6,1.03,6.7,False
방위산업,B,조정기,74.6,2.05,0.97,3,RTX,대장주,224.12,3.45,14.12,88.8,0.94,7.7,False
방위산업,B,조정기,74.6,2.05,0.97,3,LMT,대장주,603.16,2.88,15.84,82.2,0.77,6.8,False
방위산업,B,조정기,74.6,2.05,0.97,3,GD,후발주,395.97,3.54,6.22,74.3,0.81,6.8,False
원자력 에너지,B,태동기,61.8,4.9,0.88,2,UEC,후발주,11.38,14.14,13.01,70.4,0.96,6.5,False
원자력 에너지,B,태동기,61.8,4.9,0.88,2,CEG,대장주,270.43,-1.2,4.99,55.8,1.16,4.6,False
원자력 에너지,B,태동기,61.8,4.9,0.88,2,VST,대장주,142.87,-8.38,-9.64,35.3,1.38,2.9,False
사이버보안,A,조정기,71.4,8.7,1.29,5,CRWD,대장주,225.16,11.17,19.82,74.8,0.88,7.2,False
사이버보안,A,조정기,71.4,8.7,1.29,5,PANW,대장주,385.04,10.92,16.57,68.5,0.97,7.2,False
사이버보안,A,조정기,71.4,8.7,1.29,5,FTNT,후발주,164.21,0.61,2.24,57.4,0.89,4.2,False
바이오헬스케어,A,태동기,56.8,7.28,1.02,5,LLY,대장주,1231.94,9.86,4.24,59.3,1.42,8.1,False
바이오헬스케어,A,태동기,56.8,7.28,1.02,5,REGN,대장주,808.05,6.43,21.86,85.4,0.97,7.9,False
바이오헬스케어,A,태동기,56.8,7.28,1.02,5,MRNA,후발주,59.81,8.47,-10.74,50.3,1.09,6.2,False
로봇 자동화,B,가속기,61.7,2.8,1.2,2,ISRG,대장주,393.38,4.79,-3.37,68.9,0.71,7.1,True
로봇 자동화,B,가속기,61.7,2.8,1.2,2,TER,대장주,365.1,-0.19,7.03,47.6,0.85,4.8,False
에너지 원유,C,소멸,57.3,2.36,1.02,1,XOM,대장주,159.79,3.05,10.57,63.4,0.97,7.4,False
에너지 원유,C,소멸,57.3,2.36,1.02,1,SLB,후발주,53.2,7.89,12.33,67.5,0.79,6.8,False
에너지 원유,C,소멸,57.3,2.36,1.02,1,CVX,대장주,194.91,0.9,6.98,54.3,1.02,5.9,False
금융,B,조정기,66.9,0.75,0.85,2,JPM,대장주,359.79,2.03,7.55,66.0,0.7,6.7,False
금융,B,조정기,66.9,0.75,0.85,2,BAC,후발주,63.86,2.21,7.33,69.1,0.76,6.3,False
금융,B,조정기,66.9,0.75,0.85,2,GS,대장주,1034.51,0.73,-1.09,40.3,0.83,3.5,False
금 귀금속,B,조정기,77.8,18.99,1.5,4,NEM,대장주,117.26,22.95,25.95,82.4,1.09,8.2,False
금 귀금속,B,조정기,77.8,18.99,1.5,4,GOLD,대장주,43.47,3.18,14.27,65.6,1.06,7.6,False
금 귀금속,B,조정기,77.8,18.99,1.5,4,AG,후발주,18.85,20.06,14.94,62.2,1.02,7.0,False
