theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,70.2,5.84,0.94,5,AMAT,후발주,501.7,11.57,17.2,71.7,1.01,7.1,False
AI 반도체,S,조정기,70.2,5.84,0.94,5,AMD,대장주,523.2,0.99,24.16,67.0,0.86,6.7,False
AI 반도체,S,조정기,70.2,5.84,0.94,5,NVDA,대장주,218.66,2.06,5.21,35.9,1.17,5.7,False
클라우드 SaaS,S,조정기,69.5,8.58,1.56,6,CRM,대장주,188.75,7.14,4.17,63.5,1.38,8.1,False
클라우드 SaaS,S,조정기,69.5,8.58,1.56,6,SNOW,후발주,244.18,2.08,74.74,75.4,1.26,6.4,False
클라우드 SaaS,S,조정기,69.5,8.58,1.56,6,MSFT,대장주,428.05,0.25,3.63,58.6,1.27,5.7,False
방위산업,C,소멸,57.6,-1.7,1.25,1,RTX,대장주,179.41,0.25,1.93,56.3,0.94,4.7,False
방위산업,C,소멸,57.6,-1.7,1.25,1,LMT,대장주,519.05,-2.75,1.59,51.5,1.02,3.4,False
방위산업,C,소멸,57.6,-1.7,1.25,1,GD,후발주,341.5,-2.14,-1.66,50.9,0.9,3.2,False
원자력 에너지,C,소멸,45.8,-1.31,0.93,1,CEG,대장주,264.59,-7.59,-17.9,45.3,1.38,4.0,False
원자력 에너지,C,소멸,45.8,-1.31,0.93,1,UEC,후발주,14.14,4.35,-10.34,46.1,1.03,3.9,False
원자력 에너지,C,소멸,45.8,-1.31,0.93,1,VST,대장주,153.7,-4.11,-2.9,60.8,0.67,3.2,False
사이버보안,A,조정기,72.8,7.73,1.09,5,CRWD,대장주,719.09,7.17,53.63,71.4,1.35,7.6,False
사이버보안,A,조정기,72.8,7.73,1.09,5,PANW,대장주,279.25,8.33,52.03,66.7,1.42,7.6,False
사이버보안,A,조정기,72.8,7.73,1.09,5,FTNT,후발주,149.67,15.4,66.39,80.4,1.08,7.4,False
바이오헬스케어,B,소멸,47.9,-1.89,1.05,3,LLY,대장주,1125.27,-0.14,14.2,71.1,1.02,7.2,False
바이오헬스케어,B,소멸,47.9,-1.89,1.05,3,MRNA,후발주,51.59,8.45,5.74,54.7,0.81,6.1,False
바이오헬스케어,B,소멸,47.9,-1.89,1.05,3,REGN,대장주,628.73,1.16,-12.67,27.1,1.05,3.9,False
로봇 자동화,B,태동기,54.8,-0.38,0.9,3,TER,대장주,406.86,6.33,6.41,64.0,0.94,7.6,False
로봇 자동화,B,태동기,54.8,-0.38,0.9,3,ISRG,대장주,418.82,-1.14,-7.29,45.8,1.23,4.1,False
에너지 원유,C,소멸,53.0,3.16,0.95,1,SLB,후발주,58.01,5.79,5.72,61.7,1.19,7.0,False
에너지 원유,C,소멸,53.0,3.16,0.95,1,XOM,대장주,152.04,3.46,2.95,50.4,0.95,6.1,False
에너지 원유,C,소멸,53.0,3.16,0.95,1,CVX,대장주,188.35,2.91,2.65,54.5,0.85,5.7,False
금융,B,태동기,58.4,1.79,1.12,2,JPM,대장주,310.89,4.77,-1.27,60.8,1.04,7.5,False
금융,B,태동기,58.4,1.79,1.12,2,GS,대장주,1092.61,8.83,17.08,74.6,1.07,7.4,False
금융,B,태동기,58.4,1.79,1.12,2,BAC,후발주,54.17,6.7,1.06,78.1,1.13,7.1,False
금 귀금속,C,소멸,38.7,-0.89,0.96,0,NEM,대장주,108.33,0.09,-5.66,38.4,1.13,3.9,False
금 귀금속,C,소멸,38.7,-0.89,0.96,0,GOLD,대장주,40.98,-4.32,-4.44,52.1,0.85,3.8,False
금 귀금속,C,소멸,38.7,-0.89,0.96,0,AG,후발주,19.77,-3.94,-6.57,35.6,0.66,2.9,False
