theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,조정기,52.5,5.55,0.96,3,NVDA,대장주,218.99,12.28,7.99,63.1,1.04,7.8,False
AI 반도체,B,조정기,52.5,5.55,0.96,3,AMAT,후발주,527.48,5.12,-10.39,49.7,0.82,4.9,False
AI 반도체,B,조정기,52.5,5.55,0.96,3,AMD,대장주,489.28,0.8,-10.51,49.0,1.17,4.2,False
클라우드 SaaS,S,태동기,61.2,7.24,0.93,5,MSFT,대장주,499.86,10.81,30.05,82.4,1.24,8.3,False
클라우드 SaaS,S,태동기,61.2,7.24,0.93,5,CRM,대장주,186.77,3.35,14.94,60.3,0.81,7.2,False
클라우드 SaaS,S,태동기,61.2,7.24,0.93,5,SNOW,후발주,318.0,6.68,18.88,79.8,1.26,6.7,False
방위산업,A,조정기,71.8,4.98,0.99,5,RTX,대장주,223.25,4.14,14.37,87.5,0.84,7.6,False
방위산업,A,조정기,71.8,4.98,0.99,5,LMT,대장주,582.85,1.52,12.46,78.1,0.89,6.8,False
방위산업,A,조정기,71.8,4.98,0.99,5,GD,후발주,386.92,1.23,3.29,67.0,0.88,5.2,False
원자력 에너지,B,태동기,64.4,5.08,0.82,2,UEC,후발주,10.76,10.47,5.91,67.9,1.1,6.6,False
원자력 에너지,B,태동기,64.4,5.08,0.82,2,CEG,대장주,261.1,-0.93,4.13,56.1,1.11,4.6,False
원자력 에너지,B,태동기,64.4,5.08,0.82,2,VST,대장주,141.38,-4.87,-10.51,39.9,1.29,3.1,False
사이버보안,A,태동기,54.6,7.27,1.16,5,CRWD,대장주,207.39,11.97,4.53,53.4,0.97,6.9,False
사이버보안,A,태동기,54.6,7.27,1.16,5,PANW,대장주,359.49,10.38,6.26,50.4,1.03,6.9,False
사이버보안,A,태동기,54.6,7.27,1.16,5,FTNT,후발주,160.11,3.8,-2.21,48.1,1.01,5.4,False
바이오헬스케어,B,조정기,50.4,2.01,0.95,3,REGN,대장주,772.11,4.57,15.59,79.9,1.03,7.7,False
바이오헬스케어,B,조정기,50.4,2.01,0.95,3,LLY,대장주,1191.94,3.2,-2.06,52.1,1.41,6.1,False
바이오헬스케어,B,조정기,50.4,2.01,0.95,3,MRNA,후발주,53.86,-7.01,-29.65,32.7,1.04,2.1,False
로봇 자동화,A,가속기,64.6,5.71,1.31,5,TER,대장주,384.89,5.31,6.1,64.1,0.88,7.5,True
로봇 자동화,A,가속기,64.6,5.71,1.31,5,ISRG,대장주,373.71,5.88,-9.19,63.4,0.74,6.7,False
에너지 원유,C,소멸,52.6,-1.36,0.97,0,SLB,후발주,51.54,5.38,9.1,64.2,0.89,6.7,False
에너지 원유,C,소멸,52.6,-1.36,0.97,0,XOM,대장주,154.84,-1.36,12.64,64.4,0.94,5.7,False
에너지 원유,C,소멸,52.6,-1.36,0.97,0,CVX,대장주,189.23,-1.6,8.72,52.5,1.18,4.2,False
금융,B,조정기,65.8,1.42,0.94,2,JPM,대장주,356.3,1.55,6.21,65.0,0.79,6.3,False
금융,B,조정기,65.8,1.42,0.94,2,BAC,후발주,63.0,2.06,6.33,61.2,0.79,5.7,False
금융,B,조정기,65.8,1.42,0.94,2,GS,대장주,1032.58,0.75,-2.22,44.4,0.85,3.5,False
금 귀금속,C,소멸,73.5,9.3,1.24,1,NEM,대장주,105.43,10.1,11.2,76.0,0.9,7.8,False
금 귀금속,C,소멸,73.5,9.3,1.24,1,AG,후발주,17.28,10.13,0.7,59.6,1.04,6.9,False
금 귀금속,C,소멸,73.5,9.3,1.24,1,GOLD,대장주,42.02,-0.14,0.74,64.4,1.1,5.0,False
