theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,37.1,1.0,0.83,4,NVDA,대장주,206.84,1.99,5.67,59.6,0.84,6.4,False
AI 반도체,S,조정기,37.1,1.0,0.83,4,AMD,대장주,521.95,5.28,-1.99,44.1,0.93,6.3,False
AI 반도체,S,조정기,37.1,1.0,0.83,4,AMAT,후발주,536.25,1.24,-19.72,40.2,0.58,3.4,False
클라우드 SaaS,B,조정기,40.2,-6.73,1.05,2,SNOW,후발주,268.06,-0.31,18.06,55.6,0.58,5.0,False
클라우드 SaaS,B,조정기,40.2,-6.73,1.05,2,MSFT,대장주,381.7,-3.08,8.18,46.6,0.67,3.9,False
클라우드 SaaS,B,조정기,40.2,-6.73,1.05,2,CRM,대장주,163.66,-4.16,8.97,48.3,0.98,3.8,False
방위산업,A,조정기,34.9,4.08,1.07,5,RTX,대장주,212.79,9.96,14.04,65.6,1.23,8.0,False
방위산업,A,조정기,34.9,4.08,1.07,5,LMT,대장주,582.6,14.51,15.36,68.9,1.3,7.5,False
방위산업,A,조정기,34.9,4.08,1.07,5,GD,후발주,386.75,4.93,12.69,62.3,1.02,6.8,False
원자력 에너지,B,조정기,37.6,3.74,0.97,2,CEG,대장주,274.35,8.7,2.11,74.4,0.79,7.7,False
원자력 에너지,B,조정기,37.6,3.74,0.97,2,VST,대장주,163.38,5.11,-2.62,57.9,0.75,6.4,False
원자력 에너지,B,조정기,37.6,3.74,0.97,2,UEC,후발주,9.51,2.48,-10.2,36.8,1.0,2.6,False
사이버보안,A,조정기,40.3,-5.28,0.96,4,CRWD,대장주,183.28,-9.75,8.03,39.6,0.77,2.9,False
사이버보안,A,조정기,40.3,-5.28,0.96,4,PANW,대장주,323.79,-9.73,10.47,37.5,0.82,2.9,False
사이버보안,A,조정기,40.3,-5.28,0.96,4,FTNT,후발주,152.37,-5.72,1.63,39.1,0.84,2.8,False
바이오헬스케어,B,조정기,34.2,-2.45,0.8,3,LLY,대장주,1196.03,1.43,6.06,49.2,0.7,5.6,False
바이오헬스케어,B,조정기,34.2,-2.45,0.8,3,REGN,대장주,656.01,-3.06,5.78,52.6,1.0,3.9,False
바이오헬스케어,B,조정기,34.2,-2.45,0.8,3,MRNA,후발주,54.07,-12.54,-9.51,11.6,0.58,2.1,False
로봇 자동화,C,소멸,25.2,-0.08,0.78,1,TER,대장주,349.92,8.55,-25.86,42.8,0.7,5.2,False
로봇 자동화,C,소멸,25.2,-0.08,0.78,1,ISRG,대장주,337.5,-2.29,-15.56,21.6,1.23,3.7,False
에너지 원유,C,소멸,86.3,3.36,0.98,1,SLB,후발주,52.42,11.56,10.54,80.2,1.31,7.6,False
에너지 원유,C,소멸,86.3,3.36,0.98,1,XOM,대장주,156.94,6.5,14.1,84.0,0.85,7.1,False
에너지 원유,C,소멸,86.3,3.36,0.98,1,CVX,대장주,194.79,3.95,13.09,92.1,0.81,7.1,False
금융,B,태동기,51.9,0.09,0.86,2,JPM,대장주,353.21,3.55,5.87,64.7,0.77,7.3,False
금융,B,태동기,51.9,0.09,0.86,2,BAC,후발주,62.05,1.27,6.63,62.3,0.95,5.7,False
금융,B,태동기,51.9,0.09,0.86,2,GS,대장주,1061.23,-0.37,-0.36,50.9,0.81,3.4,False
금 귀금속,C,소멸,42.5,5.48,0.85,1,NEM,대장주,93.19,3.89,-2.27,40.6,0.98,5.9,False
금 귀금속,C,소멸,42.5,5.48,0.85,1,AG,후발주,16.31,3.16,-1.15,43.6,0.91,4.9,False
금 귀금속,C,소멸,42.5,5.48,0.85,1,GOLD,대장주,39.35,2.71,-5.07,33.1,0.83,4.2,False
