theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,32.9,-11.08,1.03,4,NVDA,대장주,197.01,-4.96,1.05,44.2,0.99,3.8,False
AI 반도체,S,소멸,32.9,-11.08,1.03,4,AMD,대장주,454.62,-16.5,-15.73,39.0,1.06,2.9,False
AI 반도체,S,소멸,32.9,-11.08,1.03,4,AMAT,후발주,476.46,-15.6,-31.41,34.0,0.74,2.7,False
클라우드 SaaS,C,소멸,51.6,-0.26,1.09,1,CRM,대장주,181.5,6.73,14.92,60.8,1.11,7.7,False
클라우드 SaaS,C,소멸,51.6,-0.26,1.09,1,MSFT,대장주,393.35,-1.11,6.72,56.4,0.91,4.5,False
클라우드 SaaS,C,소멸,51.6,-0.26,1.09,1,SNOW,후발주,270.36,-0.5,7.43,57.7,0.89,3.7,False
방위산업,A,태동기,49.8,6.85,0.99,5,RTX,대장주,218.58,12.86,16.68,82.9,1.49,8.6,False
방위산업,A,태동기,49.8,6.85,0.99,5,LMT,대장주,581.31,14.64,15.78,73.9,1.44,7.8,False
방위산업,A,태동기,49.8,6.85,0.99,5,GD,후발주,393.19,6.1,13.91,70.9,1.12,7.1,False
원자력 에너지,C,소멸,42.3,1.02,0.98,1,CEG,대장주,259.82,-0.92,0.19,62.4,0.89,4.1,False
원자력 에너지,C,소멸,42.3,1.02,0.98,1,VST,대장주,148.64,-8.43,-8.46,44.0,0.89,3.0,False
원자력 에너지,C,소멸,42.3,1.02,0.98,1,UEC,후발주,9.44,-1.15,-12.83,44.2,1.02,2.6,False
사이버보안,A,조정기,42.5,-3.97,1.02,4,CRWD,대장주,181.8,-4.89,-2.11,43.7,0.81,3.2,False
사이버보안,A,조정기,42.5,-3.97,1.02,4,PANW,대장주,319.0,-6.77,-3.92,49.2,0.84,3.1,False
사이버보안,A,조정기,42.5,-3.97,1.02,4,FTNT,후발주,149.98,-5.14,-3.5,42.1,0.95,3.0,False
바이오헬스케어,A,소멸,27.8,-3.06,0.88,4,REGN,대장주,695.18,3.43,9.84,57.2,1.07,7.4,False
바이오헬스케어,A,소멸,27.8,-3.06,0.88,4,LLY,대장주,1220.66,3.85,-0.75,51.1,0.77,6.3,False
바이오헬스케어,A,소멸,27.8,-3.06,0.88,4,MRNA,후발주,55.81,-6.46,-19.94,19.9,0.66,2.2,False
로봇 자동화,C,소멸,33.6,0.25,0.75,1,ISRG,대장주,361.8,3.35,-10.88,34.7,1.09,4.0,False
로봇 자동화,C,소멸,33.6,0.25,0.75,1,TER,대장주,320.65,-14.27,-30.78,41.8,0.91,3.5,False
에너지 원유,C,소멸,61.5,-1.59,1.04,0,SLB,후발주,49.98,7.28,7.76,60.8,1.29,7.2,False
에너지 원유,C,소멸,61.5,-1.59,1.04,0,XOM,대장주,153.04,0.88,12.48,71.1,0.91,6.8,False
에너지 원유,C,소멸,61.5,-1.59,1.04,0,CVX,대장주,187.58,-1.83,11.34,68.7,0.86,4.6,False
금융,B,과열기,78.5,2.66,0.85,4,JPM,대장주,357.31,3.5,8.96,78.6,0.83,7.4,False
금융,B,과열기,78.5,2.66,0.85,4,BAC,후발주,62.62,2.29,8.19,78.1,0.99,6.8,False
금융,B,과열기,78.5,2.66,0.85,4,GS,대장주,1033.34,-2.06,1.35,48.7,0.95,3.3,False
금 귀금속,C,소멸,51.7,0.03,0.83,0,GOLD,대장주,40.8,8.6,-2.67,41.4,0.9,7.5,False
금 귀금속,C,소멸,51.7,0.03,0.83,0,NEM,대장주,91.52,-1.05,-3.16,46.5,0.94,4.0,False
금 귀금속,C,소멸,51.7,0.03,0.83,0,AG,후발주,15.69,-6.99,-6.66,49.2,0.96,3.0,False
