theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,46.3,3.91,0.92,5,AMD,대장주,539.69,7.74,3.84,54.0,0.97,6.9,False
AI 반도체,S,조정기,46.3,3.91,0.92,5,NVDA,대장주,208.76,0.66,4.9,62.1,0.88,5.6,False
AI 반도체,S,조정기,46.3,3.91,0.92,5,AMAT,후발주,562.8,0.33,-4.44,42.6,0.63,3.3,False
클라우드 SaaS,B,조정기,37.5,-9.67,1.12,2,SNOW,후발주,265.13,-1.81,17.34,54.8,0.65,4.0,False
클라우드 SaaS,B,조정기,37.5,-9.67,1.12,2,MSFT,대장주,381.58,-4.87,4.41,44.3,0.67,3.8,False
클라우드 SaaS,B,조정기,37.5,-9.67,1.12,2,CRM,대장주,156.93,-9.12,2.73,41.1,0.97,3.6,False
방위산업,A,조정기,36.1,3.18,0.99,5,RTX,대장주,209.16,7.61,13.02,64.1,1.18,7.9,False
방위산업,A,조정기,36.1,3.18,0.99,5,LMT,대장주,568.59,10.72,15.65,60.1,1.27,7.3,False
방위산업,A,조정기,36.1,3.18,0.99,5,GD,후발주,381.79,3.52,11.37,60.7,1.0,6.7,False
원자력 에너지,B,조정기,44.5,6.44,1.04,2,CEG,대장주,275.6,9.46,2.85,78.6,0.77,7.7,False
원자력 에너지,B,조정기,44.5,6.44,1.04,2,VST,대장주,168.98,10.76,3.75,72.7,0.85,7.2,False
원자력 에너지,B,조정기,44.5,6.44,1.04,2,UEC,후발주,9.83,5.36,-9.82,38.1,1.1,4.2,False
사이버보안,A,태동기,44.5,-5.69,0.99,4,CRWD,대장주,183.42,-9.98,9.01,43.6,0.82,3.0,False
사이버보안,A,태동기,44.5,-5.69,0.99,4,PANW,대장주,325.63,-8.01,14.15,42.1,0.87,3.0,False
사이버보안,A,태동기,44.5,-5.69,0.99,4,FTNT,후발주,151.54,-5.75,4.31,45.4,0.92,3.0,False
바이오헬스케어,A,조정기,36.9,0.15,0.87,4,LLY,대장주,1185.87,1.43,6.14,44.5,0.77,5.5,False
바이오헬스케어,A,조정기,36.9,0.15,0.87,4,REGN,대장주,651.91,-3.98,4.57,49.0,0.98,3.9,False
바이오헬스케어,A,조정기,36.9,0.15,0.87,4,MRNA,후발주,57.02,-9.71,-5.63,17.7,0.57,2.1,False
로봇 자동화,C,소멸,36.8,-1.35,0.88,1,TER,대장주,373.75,15.96,-12.51,51.2,0.69,7.5,False
로봇 자동화,C,소멸,36.8,-1.35,0.88,1,ISRG,대장주,332.02,-17.48,-17.37,22.3,1.66,3.6,False
에너지 원유,B,과열기,85.0,4.14,0.97,2,XOM,대장주,156.89,7.5,14.6,82.2,0.96,7.2,False
에너지 원유,B,과열기,85.0,4.14,0.97,2,CVX,대장주,194.42,5.74,13.4,88.8,0.83,7.1,False
에너지 원유,B,과열기,85.0,4.14,0.97,2,SLB,후발주,47.22,0.3,1.31,66.1,1.12,4.7,False
금융,B,태동기,52.3,-1.62,0.93,2,JPM,대장주,349.9,1.97,5.41,65.6,0.8,6.5,False
금융,B,태동기,52.3,-1.62,0.93,2,BAC,후발주,61.28,-0.34,6.15,64.0,1.06,4.8,False
금융,B,태동기,52.3,-1.62,0.93,2,GS,대장주,1074.72,-1.89,-0.2,57.3,0.87,3.4,False
금 귀금속,C,소멸,42.7,5.07,0.89,1,NEM,대장주,94.72,4.28,0.72,45.6,1.06,6.9,False
금 귀금속,C,소멸,42.7,5.07,0.89,1,AG,후발주,16.45,3.59,2.43,41.6,0.97,5.7,False
금 귀금속,C,소멸,42.7,5.07,0.89,1,GOLD,대장주,39.53,2.2,-4.33,33.8,0.92,4.1,False
