ticker,name,sector,grade,score,nature,price,drop,bounce,roe,fwd_pe,quality,analyst_rec,analyst_upside,insider_signal,rsi,shares,amount,stop_loss,stop_pct,target_1,target_2,target_3,risk_reward,reasons,warnings
MNST,Monster Beverage Corporation,Consumer Defensive,WATCH,41.961650500000005,MOSTLY_TEMPORARY,47.810001373291016,-0.5216129657258963,0.050307576724480725,0.25704,36.5,91.846602,buy,0.051717423133235636,SELLING,33.64191031723574,104,4972.24,44.15,-0.07646100866465251,72.73,86.34,94.5,10.5,Quality 92/100 (top tier) | Bounce +5.0% | Analyst: buy (23),Fwd PE 36.5 (expensive) | Insider selling (4 sells) | 고PER(37x) × 금리 페널티 -15점 | 매크로 환경 페널티 -15점 적용
APP,Applovin Corporation,Communication Services,STRONG BUY,63.4435,MOSTLY_TEMPORARY,308.1099853515625,-0.49794691343818676,0.03188314789655196,2.03686,14.7,77.774,buy,0.7058212975885235,SELLING,36.76779706364238,16,4929.76,292.5,-0.05066367886049214,456.15,534.92,582.19,14.5,Analyst: buy (31) | Upside to target: +71%,Insider selling (7 sells)
WDC,Western Digital Corporation,Technology,STRONG BUY,64.934575,MOSTLY_TEMPORARY,468.8800048828125,-0.371668229426695,0.07962242243103189,1.30853,14.8,91.7383,buy,0.41809567479952225,SELLING,53.24122753587895,10,4688.8,431.37,-0.07999999999999993,590.26,668.25,715.04,5.3,Quality 92/100 (top tier) | Bounce +8.0% | Analyst: buy (24) | Upside to target: +42%,Insider selling (7 sells)
TTD,"The Trade Desk, Inc.",Communication Services,PASS,25.0,STRUCTURAL,13.029999732971191,-0.47054045470074235,0.0,0.15441,13.1,77.2154,hold,0.02737298541826563,SELLING,19.393148821325667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RSI 19 (oversold),No bounce — falling knife risk | Insider selling (2 sells) | Structural decline — score ×0.5
KLAC,KLA Corporation,Technology,BUY,56.156,MOSTLY_TEMPORARY,183.8300018310547,-0.39001760052964624,0.08136654046591951,0.87496,27.5,80.624,buy,0.2747981831039546,SELLING,42.509492625846605,27,4963.41,169.88,-0.0758810655710306,235.68,268.53,288.23,6.1,Quality 81/100 (top tier) | Bounce +8.1% | Analyst: buy (26),Insider selling (9 sells)
QCOM,QUALCOMM Incorporated,Technology,PASS,29.0,STRUCTURAL,163.72000122070312,-0.3453721131571032,0.10913895090941286,0.33754003,16.0,86.071,hold,0.17945272416320546,SELLING,55.09330550124139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality 86/100 (top tier) | Strong bounce +10.9%,Insider selling (11 sells) | Structural decline — score ×0.5
LRCX,Lam Research Corporation,Technology,BUY,58.156175,MOSTLY_TEMPORARY,312.8800048828125,-0.277963643001581,0.23986525585605523,0.65066004,27.1,88.62469999999999,strong_buy,0.18637669394016873,SELLING,53.206464429151865,15,4693.2,287.85,-0.08000000000000002,342.84,388.08,415.23,3.0,Quality 89/100 (top tier) | Strong bounce +24.0% | Analyst: strong_buy (31),Insider selling (10 sells)
GLW,Corning Incorporated,Technology,PASS,23.081308333333332,MOSTLY_TEMPORARY,152.77999877929688,-0.40247957557782166,0.23160012108626832,0.16813,35.4,56.32523333333334,none,0.2527817777195968,SELLING,47.398301539989525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Strong bounce +23.2%,Fwd PE 35.4 (expensive) | Insider selling (11 sells) | 고PER(35x) × 금리 페널티 -15점 | 매크로 환경 페널티 -15점 적용
ROL,"Rollins, Inc.",Consumer Cyclical,WATCH,40.144999999999996,TEMPORARY,36.70000076293945,-0.33600167575170714,0.018878409120875385,0.37008998,28.2,80.58,hold,0.24218637602179824,SELLING,50.481774133150765,136,4991.2,34.87,-0.05,45.65,50.46,53.35,7.5,Quality 81/100 (top tier),Insider selling (1 sells)
CIEN,Ciena Corporation,Technology,WATCH,34.303091916666666,MOSTLY_TEMPORARY,404.0299987792969,-0.35561403703461425,0.2229621477458357,0.15464,41.8,61.212367666666665,buy,0.3793174764250179,SELLING,50.05841136150169,12,4848.36,371.71,-0.08000000000000003,478.68,552.84,597.34,4.6,Strong bounce +22.3% | Analyst: buy (19) | Upside to target: +38%,Fwd PE 41.8 (expensive) | Insider selling (15 sells) | 고PER(42x) × 금리 페널티 -15점 | 매크로 환경 페널티 -15점 적용
