theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,34.8,-8.47,1.39,5,NVDA,대장주,195.04,-6.57,-1.29,37.4,1.05,3.5,False
AI 반도체,S,소멸,34.8,-8.47,1.39,5,AMD,대장주,485.39,-10.06,-10.26,38.8,1.17,2.9,False
AI 반도체,S,소멸,34.8,-8.47,1.39,5,AMAT,후발주,501.77,-10.84,-22.91,36.3,1.05,2.7,False
클라우드 SaaS,S,태동기,55.6,10.96,0.99,5,MSFT,대장주,451.1,18.22,17.39,73.6,1.39,8.3,False
클라우드 SaaS,S,태동기,55.6,10.96,0.99,5,CRM,대장주,180.71,15.15,10.71,61.0,1.16,7.8,False
클라우드 SaaS,S,태동기,55.6,10.96,0.99,5,SNOW,후발주,298.1,12.44,14.13,74.7,1.23,6.8,False
방위산업,B,조정기,48.8,-0.04,1.3,3,RTX,대장주,214.38,2.5,11.78,73.6,1.31,8.0,False
방위산업,B,조정기,48.8,-0.04,1.3,3,LMT,대장주,574.11,0.97,10.02,72.3,1.18,7.0,False
방위산업,B,조정기,48.8,-0.04,1.3,3,GD,후발주,382.2,0.11,5.79,56.3,1.25,5.0,False
원자력 에너지,B,소멸,42.2,-2.74,0.78,2,CEG,대장주,263.56,-4.37,11.44,59.8,1.03,4.1,False
원자력 에너지,B,소멸,42.2,-2.74,0.78,2,VST,대장주,148.62,-12.05,-2.96,41.3,1.08,2.9,False
원자력 에너지,B,소멸,42.2,-2.74,0.78,2,UEC,후발주,9.74,-0.92,-7.68,41.6,0.98,2.7,False
사이버보안,A,조정기,42.6,1.63,0.65,4,FTNT,후발주,154.25,1.79,-2.98,45.2,1.37,4.5,False
사이버보안,A,조정기,42.6,1.63,0.65,4,CRWD,대장주,185.22,0.98,-4.12,48.5,0.84,3.5,False
사이버보안,A,조정기,42.6,1.63,0.65,4,PANW,대장주,325.68,0.02,-7.49,49.9,0.89,3.5,False
바이오헬스케어,B,조정기,36.7,-0.51,0.95,3,REGN,대장주,738.34,13.26,18.19,74.2,1.21,8.1,False
바이오헬스케어,B,조정기,36.7,-0.51,0.95,3,LLY,대장주,1154.97,-2.61,-3.09,43.5,0.94,3.9,False
바이오헬스케어,B,조정기,36.7,-0.51,0.95,3,MRNA,후발주,57.92,1.58,-20.11,28.0,0.73,2.6,False
로봇 자동화,B,조정기,36.4,0.33,0.72,3,ISRG,대장주,352.97,6.31,-12.28,34.6,0.89,5.5,False
로봇 자동화,B,조정기,36.4,0.33,0.72,3,TER,대장주,365.49,-2.21,-14.47,51.3,1.45,4.4,False
에너지 원유,C,소멸,71.8,-0.71,1.0,0,SLB,후발주,48.91,3.58,8.47,54.7,1.33,6.9,False
에너지 원유,C,소멸,71.8,-0.71,1.0,0,XOM,대장주,156.97,0.05,15.18,83.4,0.91,6.8,False
에너지 원유,C,소멸,71.8,-0.71,1.0,0,CVX,대장주,192.31,-1.09,16.07,75.2,0.93,6.1,False
금융,B,태동기,62.6,2.1,1.03,3,JPM,대장주,350.85,0.27,5.5,62.1,0.77,5.2,False
금융,B,태동기,62.6,2.1,1.03,3,BAC,후발주,61.73,0.73,5.77,62.1,0.9,5.1,False
금융,B,태동기,62.6,2.1,1.03,3,GS,대장주,1024.86,-4.64,0.51,46.4,1.13,3.3,False
금 귀금속,C,소멸,52.9,2.35,0.91,0,GOLD,대장주,42.08,6.45,-1.06,60.1,0.8,7.4,False
금 귀금속,C,소멸,52.9,2.35,0.91,0,NEM,대장주,95.76,1.1,2.64,50.9,0.96,5.2,False
금 귀금속,C,소멸,52.9,2.35,0.91,0,AG,후발주,15.69,-4.62,-7.92,39.9,1.15,2.9,False
