theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,B,소멸,42.6,-1.2,0.83,3,NVDA,대장주,212.5,4.11,0.02,62.4,0.9,7.1,False
AI 반도체,B,소멸,42.6,-1.2,0.83,3,AMD,대장주,529.14,2.27,-3.31,51.5,0.82,4.3,False
AI 반도체,B,소멸,42.6,-1.2,0.83,3,AMAT,후발주,579.43,1.57,-1.08,49.0,0.69,3.8,False
클라우드 SaaS,B,조정기,77.4,2.75,0.7,3,MSFT,대장주,395.63,3.21,-1.03,65.9,0.62,6.1,False
클라우드 SaaS,B,조정기,77.4,2.75,0.7,3,SNOW,후발주,271.87,4.04,12.91,82.3,0.67,6.0,False
클라우드 SaaS,B,조정기,77.4,2.75,0.7,3,CRM,대장주,167.0,0.25,1.49,65.4,0.77,4.8,False
방위산업,C,소멸,50.3,-1.34,0.72,1,RTX,대장주,195.89,0.5,6.67,67.4,0.7,5.7,False
방위산업,C,소멸,50.3,-1.34,0.72,1,GD,후발주,365.63,-2.32,2.14,74.4,0.77,3.4,False
방위산업,C,소멸,50.3,-1.34,0.72,1,LMT,대장주,514.46,-2.56,-3.0,60.7,0.59,3.3,False
원자력 에너지,C,소멸,30.5,-1.54,1.05,1,CEG,대장주,258.11,5.56,-1.61,42.9,0.7,6.9,False
원자력 에너지,C,소멸,30.5,-1.54,1.05,1,VST,대장주,160.23,3.49,4.52,46.4,0.95,6.2,False
원자력 에너지,C,소멸,30.5,-1.54,1.05,1,UEC,후발주,10.11,1.81,-14.1,39.1,0.69,2.6,False
사이버보안,S,조정기,75.2,2.2,1.59,6,CRWD,대장주,206.77,8.19,19.36,72.6,0.82,7.1,False
사이버보안,S,조정기,75.2,2.2,1.59,6,PANW,대장주,354.02,10.43,24.42,69.6,0.84,7.1,False
사이버보안,S,조정기,75.2,2.2,1.59,6,FTNT,후발주,164.51,4.98,10.05,67.0,0.71,6.6,False
바이오헬스케어,A,태동기,61.0,-4.14,0.86,4,REGN,대장주,664.45,0.24,8.04,66.3,0.59,5.5,False
바이오헬스케어,A,태동기,61.0,-4.14,0.86,4,LLY,대장주,1156.63,-4.87,2.42,56.3,0.74,3.8,False
바이오헬스케어,A,태동기,61.0,-4.14,0.86,4,MRNA,후발주,68.28,-7.48,30.98,58.9,0.61,2.4,False
로봇 자동화,C,소멸,45.8,-0.57,0.6,1,ISRG,대장주,388.97,-6.29,-6.62,44.4,1.12,3.7,False
로봇 자동화,C,소멸,45.8,-0.57,0.6,1,TER,대장주,342.12,-2.69,-20.88,37.9,0.51,3.7,False
에너지 원유,C,소멸,68.0,1.62,0.93,0,XOM,대장주,144.51,2.39,2.55,67.0,0.79,5.8,False
에너지 원유,C,소멸,68.0,1.62,0.93,0,CVX,대장주,181.6,3.2,0.67,66.6,0.67,5.8,False
에너지 원유,C,소멸,68.0,1.62,0.93,0,SLB,후발주,47.55,0.25,-11.47,56.7,0.54,3.3,False
금융,B,조정기,73.9,2.89,1.0,4,JPM,대장주,346.91,4.93,9.1,64.3,0.96,7.5,False
금융,B,조정기,73.9,2.89,1.0,4,GS,대장주,1152.07,11.89,7.05,63.5,0.96,7.1,False
금융,B,조정기,73.9,2.89,1.0,4,BAC,후발주,61.59,5.64,10.24,69.7,0.91,6.9,False
금 귀금속,C,소멸,48.5,0.64,0.67,0,AG,후발주,16.84,6.58,-10.9,55.8,0.87,6.0,False
금 귀금속,C,소멸,48.5,0.64,0.67,0,NEM,대장주,95.21,2.16,-10.01,52.8,0.68,4.2,False
금 귀금속,C,소멸,48.5,0.64,0.67,0,GOLD,대장주,39.56,-4.17,-9.39,43.1,0.9,3.8,False
