theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,태동기,62.7,6.44,0.96,5,NVDA,대장주,224.36,4.19,13.06,53.9,1.16,7.5,False
AI 반도체,S,태동기,62.7,6.44,0.96,5,AMD,대장주,510.13,9.12,41.49,64.1,0.81,6.9,False
AI 반도체,S,태동기,62.7,6.44,0.96,5,AMAT,후발주,458.17,6.02,17.9,56.3,0.86,6.6,False
클라우드 SaaS,S,과열기,78.1,19.0,1.11,5,CRM,대장주,209.6,16.4,14.02,72.6,1.56,8.5,False
클라우드 SaaS,S,과열기,78.1,19.0,1.11,5,MSFT,대장주,460.52,10.02,11.36,76.8,1.32,8.2,False
클라우드 SaaS,S,과열기,78.1,19.0,1.11,5,SNOW,후발주,280.16,62.69,98.7,94.5,1.99,8.0,False
방위산업,B,가속기,55.2,2.01,1.33,3,RTX,대장주,174.41,-1.47,0.66,44.2,1.05,4.0,False
방위산업,B,가속기,55.2,2.01,1.33,3,LMT,대장주,516.5,-3.14,0.73,52.9,1.04,3.4,False
방위산업,B,가속기,55.2,2.01,1.33,3,GD,후발주,339.2,-1.08,-1.92,45.3,0.9,3.2,False
원자력 에너지,C,소멸,30.0,0.76,0.89,1,CEG,대장주,265.7,-9.65,-13.55,35.9,1.2,3.5,False
원자력 에너지,C,소멸,30.0,0.76,0.89,1,VST,대장주,154.76,-0.97,-0.33,52.4,0.85,3.4,False
원자력 에너지,C,소멸,30.0,0.76,0.89,1,UEC,후발주,13.59,4.38,-9.04,29.1,0.85,3.2,False
사이버보안,A,과열기,83.3,10.7,1.01,5,PANW,대장주,300.48,15.31,65.94,84.5,1.12,8.3,False
사이버보안,A,과열기,83.3,10.7,1.01,5,CRWD,대장주,782.17,17.89,71.66,90.0,1.01,7.7,False
사이버보안,A,과열기,83.3,10.7,1.01,5,FTNT,후발주,147.14,9.86,70.52,83.0,1.01,7.3,False
바이오헬스케어,B,태동기,47.8,1.49,0.85,3,LLY,대장주,1082.2,1.62,12.53,72.2,1.08,7.7,False
바이오헬스케어,B,태동기,47.8,1.49,0.85,3,REGN,대장주,600.66,-5.98,-14.24,18.2,1.28,3.6,False
바이오헬스케어,B,태동기,47.8,1.49,0.85,3,MRNA,후발주,46.06,-1.75,1.52,25.4,0.64,2.4,False
로봇 자동화,A,가속기,57.4,2.6,1.26,4,TER,대장주,369.47,3.08,7.0,50.9,0.9,7.0,True
로봇 자동화,A,가속기,57.4,2.6,1.26,4,ISRG,대장주,412.26,-5.9,-9.94,46.1,1.12,3.8,False
에너지 원유,C,소멸,50.6,-3.68,1.1,1,CVX,대장주,185.83,-2.93,-1.63,54.0,1.08,3.5,False
에너지 원유,C,소멸,50.6,-3.68,1.1,1,SLB,후발주,54.75,-4.42,-3.81,49.0,1.37,3.4,False
에너지 원유,C,소멸,50.6,-3.68,1.1,1,XOM,대장주,149.38,-3.58,-1.54,51.0,0.99,3.3,False
금융,B,태동기,52.6,-0.98,1.02,2,GS,대장주,1048.58,5.2,13.52,77.5,1.04,7.1,False
금융,B,태동기,52.6,-0.98,1.02,2,JPM,대장주,296.58,-3.2,-5.09,46.3,1.18,4.0,False
금융,B,태동기,52.6,-0.98,1.02,2,BAC,후발주,51.51,-0.56,-3.25,57.9,1.12,3.5,False
금 귀금속,C,소멸,32.5,1.95,1.04,0,AG,후발주,20.83,7.1,5.03,37.3,0.75,6.5,False
금 귀금속,C,소멸,32.5,1.95,1.04,0,NEM,대장주,108.19,0.75,-0.16,31.7,1.16,3.9,False
금 귀금속,C,소멸,32.5,1.95,1.04,0,GOLD,대장주,39.58,-8.8,-6.68,37.5,0.69,3.5,False
