theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,조정기,40.4,0.05,0.98,4,AMD,대장주,552.33,4.38,6.25,52.0,0.97,6.7,False
AI 반도체,S,조정기,40.4,0.05,0.98,4,NVDA,대장주,212.06,-0.21,6.01,62.7,0.88,5.2,False
AI 반도체,S,조정기,40.4,0.05,0.98,4,AMAT,후발주,553.92,-4.4,-5.46,34.4,0.67,2.9,False
클라우드 SaaS,B,조정기,43.9,-7.03,1.15,2,MSFT,대장주,390.34,-1.34,4.39,54.0,0.69,4.0,False
클라우드 SaaS,B,조정기,43.9,-7.03,1.15,2,SNOW,후발주,267.8,-1.5,16.23,56.5,0.63,4.0,False
클라우드 SaaS,B,조정기,43.9,-7.03,1.15,2,CRM,대장주,163.0,-2.4,6.24,49.8,0.93,3.9,False
방위산업,B,조정기,30.7,-2.25,0.94,3,GD,후발주,373.16,2.06,6.98,64.1,0.76,5.9,False
방위산업,B,조정기,30.7,-2.25,0.94,3,RTX,대장주,194.88,-0.52,4.55,55.5,0.97,4.6,False
방위산업,B,조정기,30.7,-2.25,0.94,3,LMT,대장주,514.36,-0.02,2.12,45.4,0.91,3.5,False
원자력 에너지,C,소멸,44.6,1.84,1.13,1,CEG,대장주,274.9,6.5,1.72,79.2,0.79,7.5,False
원자력 에너지,C,소멸,44.6,1.84,1.13,1,VST,대장주,166.74,4.06,2.68,67.2,1.04,7.0,False
원자력 에너지,C,소멸,44.6,1.84,1.13,1,UEC,후발주,9.73,-3.76,-14.2,39.9,1.17,2.3,False
사이버보안,A,태동기,48.0,-4.67,0.96,4,PANW,대장주,335.28,-5.29,15.25,43.9,0.87,3.2,False
사이버보안,A,태동기,48.0,-4.67,0.96,4,CRWD,대장주,188.42,-8.87,10.69,47.0,0.84,3.0,False
사이버보안,A,태동기,48.0,-4.67,0.96,4,FTNT,후발주,155.05,-5.75,4.76,46.1,0.91,3.0,False
바이오헬스케어,A,조정기,43.7,-2.63,0.9,4,LLY,대장주,1163.01,0.55,5.05,44.4,0.82,4.8,False
바이오헬스케어,A,조정기,43.7,-2.63,0.9,4,REGN,대장주,651.18,-2.0,5.36,59.0,0.89,4.0,False
바이오헬스케어,A,조정기,43.7,-2.63,0.9,4,MRNA,후발주,58.07,-14.95,-4.8,32.6,0.57,2.1,False
로봇 자동화,C,소멸,35.1,-1.43,0.97,1,TER,대장주,369.46,7.99,-12.06,38.2,0.75,6.7,False
로봇 자동화,C,소멸,35.1,-1.43,0.97,1,ISRG,대장주,340.69,-12.41,-15.5,33.3,1.76,3.9,False
에너지 원유,B,과열기,85.4,4.78,0.9,2,XOM,대장주,154.45,6.88,10.53,81.2,0.92,7.1,False
에너지 원유,B,과열기,85.4,4.78,0.9,2,CVX,대장주,192.98,6.27,9.66,89.5,0.77,7.1,False
에너지 원유,B,과열기,85.4,4.78,0.9,2,SLB,후발주,47.67,0.25,-0.25,71.2,0.96,4.4,False
금융,B,태동기,62.3,-0.9,0.94,2,JPM,대장주,348.21,0.37,4.68,64.8,0.84,5.4,False
금융,B,태동기,62.3,-0.9,0.94,2,BAC,후발주,61.62,0.05,6.41,67.8,1.11,5.4,False
금융,B,태동기,62.3,-0.9,0.94,2,GS,대장주,1098.2,-4.68,0.34,61.4,0.93,3.4,False
금 귀금속,C,소멸,53.2,3.62,0.9,1,AG,후발주,17.31,2.79,4.91,51.7,0.94,5.8,False
금 귀금속,C,소멸,53.2,3.62,0.9,1,NEM,대장주,95.75,0.57,-2.14,54.2,1.12,4.5,False
금 귀금속,C,소멸,53.2,3.62,0.9,1,GOLD,대장주,40.21,1.64,-5.12,42.0,1.02,4.1,False
