theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,35.0,-8.8,0.84,4,NVDA,대장주,207.4,2.28,-0.0,60.3,0.88,5.8,False
AI 반도체,S,소멸,35.0,-8.8,0.84,4,AMD,대장주,500.94,-8.37,-1.25,45.2,0.82,3.0,False
AI 반도체,S,소멸,35.0,-8.8,0.84,4,AMAT,후발주,560.93,-4.71,-1.28,37.7,0.6,2.9,False
클라우드 SaaS,B,과열기,82.1,0.98,0.8,2,CRM,대장주,172.68,6.26,6.78,72.8,0.72,7.5,False
클라우드 SaaS,B,과열기,82.1,0.98,0.8,2,MSFT,대장주,401.1,4.36,1.85,77.5,0.64,7.3,False
클라우드 SaaS,B,과열기,82.1,0.98,0.8,2,SNOW,후발주,270.02,0.95,13.3,79.9,0.67,5.8,False
방위산업,B,소멸,41.3,-3.64,0.78,2,RTX,대장주,194.36,-0.43,4.06,62.5,0.74,4.5,False
방위산업,B,소멸,41.3,-3.64,0.78,2,LMT,대장주,513.52,-0.91,-4.19,54.5,0.54,3.4,False
방위산업,B,소멸,41.3,-3.64,0.78,2,GD,후발주,368.82,-1.54,1.74,75.8,0.77,3.3,False
원자력 에너지,B,소멸,27.7,-7.43,1.13,2,CEG,대장주,251.77,0.41,-6.06,38.7,0.7,3.9,False
원자력 에너지,B,소멸,27.7,-7.43,1.13,2,VST,대장주,152.56,-3.43,-3.68,30.9,1.08,3.1,False
원자력 에너지,B,소멸,27.7,-7.43,1.13,2,UEC,후발주,9.33,-8.17,-20.05,34.6,0.81,2.1,False
사이버보안,B,조정기,72.2,-1.59,1.29,3,CRWD,대장주,203.76,2.7,19.95,69.6,0.85,6.8,False
사이버보안,B,조정기,72.2,-1.59,1.29,3,PANW,대장주,353.99,4.63,26.47,68.2,0.76,6.8,False
사이버보안,B,조정기,72.2,-1.59,1.29,3,FTNT,후발주,160.78,-1.8,9.36,59.7,0.69,3.5,False
바이오헬스케어,A,태동기,50.6,-7.48,0.89,4,REGN,대장주,678.94,1.65,10.45,71.5,0.61,7.0,False
바이오헬스케어,A,태동기,50.6,-7.48,0.89,4,LLY,대장주,1169.17,-3.93,4.16,56.6,0.74,3.9,False
바이오헬스케어,A,태동기,50.6,-7.48,0.89,4,MRNA,후발주,63.15,-17.52,13.99,53.5,0.66,2.1,False
로봇 자동화,B,소멸,40.5,-3.87,0.65,2,ISRG,대장주,402.33,-2.24,-3.53,51.0,1.28,4.2,False
로봇 자동화,B,소멸,40.5,-3.87,0.65,2,TER,대장주,322.3,-11.15,-21.27,27.2,0.51,3.5,False
에너지 원유,C,소멸,68.0,4.01,0.97,1,XOM,대장주,145.95,6.18,2.88,68.1,0.79,6.9,False
에너지 원유,C,소멸,68.0,4.01,0.97,1,CVX,대장주,183.86,5.64,2.08,68.2,0.69,6.8,False
에너지 원유,C,소멸,68.0,4.01,0.97,1,SLB,후발주,47.08,-0.34,-11.29,47.4,0.5,3.3,False
금융,B,과열기,78.2,2.18,1.01,3,BAC,후발주,61.49,3.78,8.18,67.4,0.99,6.8,False
금융,B,과열기,78.2,2.18,1.01,3,JPM,대장주,343.15,2.29,4.09,58.8,0.9,6.4,False
금융,B,과열기,78.2,2.18,1.01,3,GS,대장주,1095.46,3.74,0.44,54.7,1.05,6.3,False
금 귀금속,C,소멸,40.2,-5.78,0.73,1,NEM,대장주,90.83,-4.2,-16.24,40.7,0.77,3.8,False
금 귀금속,C,소멸,40.2,-5.78,0.73,1,GOLD,대장주,38.68,-7.26,-11.55,39.7,1.03,3.5,False
금 귀금속,C,소멸,40.2,-5.78,0.73,1,AG,후발주,15.88,-7.46,-18.23,45.7,0.78,2.9,False
