theme,tier,lifecycle,etf_rsi,etf_5d,etf_volume_ratio,checklist_score,ticker,role,price,return_5d,return_20d,rsi,vol_ratio,total_score,entry_eligible
AI 반도체,S,소멸,39.2,-4.2,1.45,5,NVDA,대장주,200.75,-2.94,3.04,47.7,1.1,4.0,False
AI 반도체,S,소멸,39.2,-4.2,1.45,5,AMD,대장주,476.15,-8.77,-8.05,40.6,1.17,3.0,False
AI 반도체,S,소멸,39.2,-4.2,1.45,5,AMAT,후발주,507.67,-5.33,-15.81,40.2,1.13,3.0,False
클라우드 SaaS,S,태동기,54.8,9.37,1.09,5,MSFT,대장주,464.72,21.75,19.01,75.0,1.54,8.5,False
클라우드 SaaS,S,태동기,54.8,9.37,1.09,5,CRM,대장주,184.02,12.44,10.78,58.6,1.17,7.8,False
클라우드 SaaS,S,태동기,54.8,9.37,1.09,5,SNOW,후발주,293.28,9.41,12.73,67.1,1.41,6.9,False
방위산업,B,조정기,56.3,-0.2,1.15,3,RTX,대장주,215.22,1.14,8.02,73.8,1.27,7.7,False
방위산업,B,조정기,56.3,-0.2,1.15,3,LMT,대장주,582.74,0.02,6.75,75.8,1.15,5.9,False
방위산업,B,조정기,56.3,-0.2,1.15,3,GD,후발주,383.42,-0.86,2.64,59.6,1.27,4.1,False
원자력 에너지,C,소멸,46.3,-1.17,0.82,1,CEG,대장주,262.75,-4.23,9.82,54.5,1.02,3.9,False
원자력 에너지,C,소멸,46.3,-1.17,0.82,1,VST,대장주,148.19,-9.3,-1.89,41.5,1.19,3.0,False
원자력 에너지,C,소멸,46.3,-1.17,0.82,1,UEC,후발주,9.6,0.95,-10.86,44.7,1.1,2.7,False
사이버보안,B,태동기,44.9,1.53,0.63,3,FTNT,후발주,161.95,6.29,3.65,51.7,1.48,7.1,False
사이버보안,B,태동기,44.9,1.53,0.63,3,CRWD,대장주,190.86,4.14,-1.61,52.1,0.93,5.9,False
사이버보안,B,태동기,44.9,1.53,0.63,3,PANW,대장주,331.83,2.48,-4.66,50.8,0.91,4.3,False
바이오헬스케어,B,소멸,35.8,-2.31,0.98,3,REGN,대장주,762.63,16.25,16.56,78.4,1.32,8.3,False
바이오헬스케어,B,소멸,35.8,-2.31,0.98,3,LLY,대장주,1148.84,-3.95,-5.36,43.6,1.02,3.9,False
바이오헬스케어,B,소멸,35.8,-2.31,0.98,3,MRNA,후발주,54.82,1.39,-31.27,26.0,0.88,2.6,False
로봇 자동화,C,소멸,45.5,1.82,0.76,1,TER,대장주,367.69,5.08,-0.38,56.4,1.55,8.0,False
로봇 자동화,C,소멸,45.5,1.82,0.76,1,ISRG,대장주,353.33,4.69,-17.06,34.7,0.85,4.1,False
에너지 원유,C,소멸,68.0,-0.12,0.94,0,CVX,대장주,196.83,1.05,16.33,74.2,1.04,7.0,False
에너지 원유,C,소멸,68.0,-0.12,0.94,0,XOM,대장주,155.44,-0.96,13.39,73.8,1.0,6.0,False
에너지 원유,C,소멸,68.0,-0.12,0.94,0,SLB,후발주,49.59,-5.4,9.88,58.9,1.09,3.3,False
금융,B,태동기,59.0,1.12,1.06,2,JPM,대장주,351.79,-0.4,5.65,64.7,0.79,5.0,False
금융,B,태동기,59.0,1.12,1.06,2,BAC,후발주,61.95,-0.16,5.48,64.3,0.92,4.6,False
금융,B,태동기,59.0,1.12,1.06,2,GS,대장주,1018.38,-4.04,-0.26,46.7,1.17,3.4,False
금 귀금속,C,소멸,51.7,-1.5,1.03,0,GOLD,대장주,41.36,5.11,-5.98,63.4,0.91,7.0,False
금 귀금속,C,소멸,51.7,-1.5,1.03,0,NEM,대장주,93.71,0.56,-3.43,51.2,0.89,4.1,False
금 귀금속,C,소멸,51.7,-1.5,1.03,0,AG,후발주,15.03,-7.85,-15.66,39.2,1.28,2.8,False
